,source_name,target_name
3995,PLEKHA5,MIR155
3996,RRAGA,MIR155
3997,TMEM123,MIR155
3998,FADS1,MIR155
3999,PNPLA8,MIR155
4000,UBE2J1,MIR155
4001,GNA13,MIR155
4002,DEGS1,MIR155
4003,PICALM,MIR155
4004,UBXN2B,MIR155
4005,TNPO1,MIR155
4006,HNRNPF,MIR155
4007,AXL,MIR155
4008,NOTCH2,MIR155
4009,HK2,MIR155
4010,MAPK14,MIR155
4011,CAB39,MIR155
4012,MIA3,MIR155
4013,VPS36,MIR155
4014,FDFT1,MIR155
4015,EGFR,MIR155
4016,PIK3CA,MIR155
4017,FOXK1,MIR155
4018,EIF2B2,MIR155
4019,PAM16,MIR155
4020,CSNK1G2,MIR155
4021,TBC1D14,MIR155
4022,OXCT1,MIR155
4023,CCT2,MIR155
4024,MSI2,MIR155
4025,ZKSCAN1,MIR155
4026,RAPH1,MIR155
4027,PUS7,MIR155
4028,FITM2,MIR155
4029,EIF3F,MIR155
4030,COPS3,MIR155
4031,BACH1,MIR155
4032,NEU1,MIR155
4033,ZNF83,MIR155
4034,PCCB,MIR155
4035,TXNIP,MIR155
4036,ORMDL3,MIR155
4037,EIF4A1,MIR155
4038,CHRAC1,MIR155
4039,TGM2,MIR155
4040,SERTAD2,MIR155
4041,UAP1,MIR155
4042,INTS4,MIR155
4043,CCDC82,MIR155
4044,MRPS27,MIR155
4045,CBL,MIR155
4046,DCAF7,MIR155
4047,QPCTL,MIR155
4048,CLUAP1,MIR155
4049,MGST2,MIR155
4050,GNAS,MIR155
4051,EXOC7,MIR155
4052,TRIM24,MIR155
4053,CSE1L,MIR155
4054,ARL8B,MIR155
4055,UBE2D2,MIR155
4056,UBQLN2,MIR155
4057,YBX3,MIR155
4058,DMTF1,MIR155
4059,PPP2R2A,MIR155
4060,PDE12,MIR155
4061,RAB13,MIR155
4062,IMPAD1,MIR155
4063,DNAJA1,MIR155
4064,RAB11FIP2,MIR155
4065,NARS,MIR155
4066,PTEN,MIR155
4067,DNAJC19,MIR155
4068,KDELC2,MIR155
4069,ZDHHC6,MIR155
4070,POLE4,MIR155
4071,RAB2A,MIR155
4072,RAB23,MIR155
4073,JARID2,MIR155
4074,UBE2D3,MIR155
4075,MYO6,MIR155
4076,UBE2G1,MIR155
4077,UBR4,MIR155
4078,PRKAR1A,MIR155
4079,TRAM1,MIR155
4080,PAK2,MIR155
4081,RAD1,MIR155
4082,SPIN1,MIR155
4083,ERMP1,MIR155
4084,PKN2,MIR155
4085,INTS7,MIR155
4086,FAM120A,MIR155
4087,C9orf142,MIR155
4088,PLK1,MIR155
4089,RAP1B,MIR155
4090,DDX17,MIR155
4091,TADA2B,MIR155
4092,IPO8,MIR155
4093,EIF3C,MIR155
4094,DIAPH3,MIR155
4095,FIP1L1,MIR155
4096,CRAT,MIR155
4097,MAP3K10,MIR155
4098,CUL4B,MIR155
4099,LUZP1,MIR155
4100,ARFIP1,MIR155
4101,MDN1,MIR155
4102,MSH6,MIR155
4103,GNL3L,MIR155
4104,CLTC,MIR155
4105,NSUN5,MIR155
4106,ERI1,MIR155
4107,GOLPH3,MIR155
4108,HSDL1,MIR155
4109,GMPS,MIR155
4110,ETNK2,MIR155
4111,MMP16,MIR155
4112,CLIC4,MIR155
4113,RANGAP1,MIR155
4114,NUP62,MIR155
4115,PTMS,MIR155
4116,PLEKHA2,MIR155
4117,EIF2B5,MIR155
4118,SSX2IP,MIR155
4119,NFYC,MIR155
4120,INPP5F,MIR155
4121,PACSIN2,MIR155
4122,ERBB2IP,MIR155
4123,PEA15,MIR155
4124,PDPR,MIR155
4125,TXNRD1,MIR155
4126,GRPEL1,MIR155
4127,PRAF2,MIR155
4128,UPF2,MIR155
4129,HERC4,MIR155
4130,PYGL,MIR155
4131,STRN3,MIR155
4132,SLC7A11,MIR155
4133,DCUN1D2,MIR155
4134,RAB34,MIR155
4135,PNPLA4,MIR155
4136,FMNL2,MIR155
4137,ANKFY1,MIR155
4138,GANAB,MIR155
4139,TCEA1,MIR155
4140,CD81,MIR155
4141,SMAD4,MIR155
4142,KIAA1715,MIR155
4143,ZBTB18,MIR155
4144,MFF,MIR155
4145,EIF3J,MIR155
4146,CDC37,MIR155
4147,APC,MIR155
4148,ZNF28,MIR155
4149,CCDC137,MIR155
4150,ZNF148,MIR155
4151,NFATC2IP,MIR155
4152,FGF2,MIR155
4153,EIF3CL,MIR155
4154,PDLIM5,MIR155
4155,EIF3E,MIR155
4156,RBM22,MIR155
4157,ERGIC1,MIR155
4158,POLE3,MIR155
4159,INTS8,MIR155
4160,DDB2,MIR155
4161,KIAA0430,MIR155
4162,TRMT1,MIR155
4163,TRIP13,MIR155
4164,RAP1B,MIR181A1
4165,ZBTB33,MIR181A1
4166,MAPK1,MIR181A1
4167,ATP6V0E1,MIR181A1
4168,FBXO28,MIR181A1
4169,FNDC3B,MIR181A1
4170,CHCHD7,MIR181A1
4171,PGD,MIR181A1
4172,BPGM,MIR181A1
4173,ZFP36L1,MIR181A1
4174,ZBTB2,MIR181A1
4175,DUSP6,MIR181A1
4176,MAP4K4,MIR181A1
4177,PBRM1,MIR181A1
4178,MAPK1IP1L,MIR181A1
4179,HNRNPAB,MIR181A1
4180,GNAI3,MIR181A1
4181,PRRC2C,MIR181A1
4182,FAM96A,MIR181A1
4183,KDM5A,MIR181A1
4184,RSF1,MIR181A1
4185,ZNF652,MIR181A1
4186,MAP2K1,MIR181A1
4187,CENPO,MIR181A1
4188,IDS,MIR181A1
4189,OSBPL3,MIR181A1
4190,TEAD4,MIR181A1
4191,RPS8,MIR181A1
4192,CAPRIN2,MIR181A1
4193,GIGYF1,MIR181A1
4194,TM9SF3,MIR181A1
4195,EN2,MIR181A1
4196,H3F3B,MIR181A1
4197,SUV39H2,MIR181A1
4198,C12orf29,MIR181A1
4199,BTBD3,MIR181A1
4200,PTPN11,MIR181A1
4201,ZNF12,MIR181A1
4202,TTPAL,MIR181A1
4203,ZFP36L2,MIR181A1
4204,PPAP2B,MIR181A1
4205,GSTM2,MIR181A1
4206,MOSPD1,MIR181A1
4207,LPCAT1,MIR181A1
4208,SLC38A2,MIR181A1
4209,GPR137B,MIR181A1
4210,SCAMP2,MIR181A1
4211,KLF6,MIR181A1
4212,STX2,MIR181A1
4213,DDX27,MIR181A1
4214,ASB1,MIR181A1
4215,PDAP1,MIR181A1
4216,ZNF148,MIR181A1
4217,MPP5,MIR181A1
4218,SNAI2,MIR181A1
4219,TRIM2,MIR181A1
4220,BCL2L11,MIR181A1
4221,COL16A1,MIR181A1
4222,ALDH9A1,MIR181A1
4223,ZADH2,MIR181A1
4224,ADAM17,MIR181A1
4225,PROSC,MIR181A1
4226,ZNF791,MIR181A1
4227,PRR11,MIR181A1
4228,CEBPB,MIR181A1
4229,GATAD2B,MIR181A1
4230,FBXO34,MIR181A1
4231,CPEB4,MIR181A1
4232,ZNF562,MIR181A1
4233,EED,MIR181A1
4234,NOTCH1,MIR181A1
4235,SH3BGRL,MIR181A1
4236,WDR13,MIR181A1
4237,CRTC2,MIR181A1
4238,PNRC2,MIR181A1
4239,PITPNB,MIR181A1
4240,RNF34,MIR181A1
4241,MAP3K3,MIR181A1
4242,SLC7A11,MIR181A1
4243,ARRB2,MIR181A1
4244,NAA50,MIR181A1
4245,HRAS,MIR181A1
4246,LONRF1,MIR181A1
4247,RNMT,MIR181A1
4248,TUBB,MIR181A1
4249,TUBB2A,MIR181A1
4250,EPS15,MIR181A1
4251,TMEM192,MIR181A1
4252,STAG1,MIR181A1
4253,CHD9,MIR181A1
4254,PMAIP1,MIR181A1
4255,AFTPH,MIR181A1
4256,MGAT5,MIR181A1
4257,DCAF4,MIR181A1
4258,MMP14,MIR181A1
4259,KLHL42,MIR181A1
4260,NOTCH2,MIR181A1
4261,PTBP3,MIR181A1
4262,FKBP7,MIR181A1
4263,HIPK2,MIR181A1
4264,COPS2,MIR181A1
4265,NMT2,MIR181A1
4266,USP28,MIR181A1
4267,RAB2B,MIR181A1
4268,TMEM30A,MIR181A1
4269,HSPA1B,MIR181A1
4270,NHLRC3,MIR181A1
4271,TLDC1,MIR181A1
4272,KLHL24,MIR181A1
4273,SIPA1L1,MIR181A1
4274,MRPL34,MIR181A1
4275,RNF2,MIR181A1
4276,TAF15,MIR181A1
4277,TNPO1,MIR181A1
4278,GSKIP,MIR181A1
4279,NFYA,MIR181A1
4280,TSG101,MIR181A1
4281,CSNK1A1,MIR181A1
4282,HERC3,MIR181A1
4283,SMCR8,MIR181A1
4284,PEBP1,MIR181A1
4285,SOX5,MIR181A1
4286,EPS8,MIR181A1
4287,ZEB2,MIR181A1
4288,PHACTR4,MIR181A1
4289,STAG2,MIR181A1
4290,NIN,MIR181A1
4291,CLUAP1,MIR181A1
4292,MRPS14,MIR181A1
4293,C2orf69,MIR181A1
4294,SLC25A25,MIR181A1
4295,RPS6KA3,MIR181A1
4296,FKBP10,MIR181A1
4297,2-Sep,MIR181A1
4298,ADRBK1,MIR181A1
4299,PHPT1,MIR181A1
4300,RNF187,MIR181A1
4301,PRKCD,MIR181A1
4302,CHL1,MIR181A1
4303,MCL1,MIR181A1
4304,TIMP1,MIR181A1
4305,DDX52,MIR181A1
4306,ATP2B1,MIR181A1
4307,UBA2,MIR181A1
4308,GANAB,MIR181A1
4309,HMGA2,MIR181A1
4310,NCOA7,MIR181A1
4311,KCTD2,MIR181A1
4312,H2AFY,MIR181A1
4313,TAF2,MIR181A1
4314,CDKN1B,MIR181A1
4315,BAG2,MIR181A1
4316,DAZAP2,MIR181A1
4317,CD46,MIR181A1
4318,FAM73B,MIR181A1
4319,CCNK,MIR181A1
4320,ZNF664,MIR181A1
4321,INCENP,MIR181A1
4322,TIAL1,MIR181A1
4323,TMF1,MIR181A1
4324,GOT1,MIR181A1
4325,SLC35B4,MIR181A1
4326,XPNPEP3,MIR181A1
4327,DNAJC7,MIR181A1
4328,PTGS2,MIR181A1
4329,FKBP1C,MIR181A1
4330,FKBP1A,MIR181A1
4331,MAP3K10,MIR181A1
4332,FAT1,MIR181A1
4333,HUWE1,MIR181A1
4334,MADD,MIR181A1
4335,C11orf30,MIR181A1
4336,BCL2,MIR181A1
4337,KIF2C,MIR181A1
4338,DDX3X,MIR181A1
4339,PRR4,MIR181A1
4340,FAM3C,MIR181A1
4341,ELK4,MIR181A1
4342,ATG10,MIR181A1
4343,GTPBP3,MIR181A1
4344,TNIP1,MIR181A1
4345,SSX2IP,MIR181A1
4346,WHSC1,MIR181A1
4347,HIGD2A,MIR181A1
4348,NFYB,MIR181A1
4349,HSPA13,MIR181A1
4350,TMEM45A,MIR181A1
4351,TBL1XR1,MIR181A1
4352,KIF3B,MIR181A1
4353,PRRC2B,MIR181A1
4354,BHLHE41,MIR181A1
4355,ULK1,MIR181A1
4356,ANKRD13C,MIR181A1
4357,NLK,MIR181A1
4358,TAB2,MIR181A1
4359,UBL3,MIR181A1
4360,BMPR2,MIR181A1
4361,GNS,MIR181A1
4362,GOLGA1,MIR181A1
4363,HMGB2,MIR181A1
4364,TNRC6B,MIR181A1
4365,KMT2E,MIR181A1
4366,PDGFRA,MIR181A1
4367,PURB,MIR181A1
4368,BAZ2A,MIR181A1
4369,IPO5,MIR181A1
4370,MOB1A,MIR181A1
4371,ACYP1,MIR181A1
4372,FAM58A,MIR181A1
4373,TWIST1,MIR181A1
4374,CTBP1,MIR181A1
4375,CLCC1,MIR181A1
4376,EFCAB14,MIR181A1
4377,TBC1D7,MIR181A1
4378,S100A1,MIR181A1
4379,SLC7A1,MIR181A1
4380,MTUS1,MIR181A1
4381,TMED4,MIR181A1
4382,ELMSAN1,MIR181A1
4383,ZNF266,MIR181A1
4384,RP2,MIR181A1
4385,TBC1D13,MIR181A1
4386,H1F0,MIR181A1
4387,YBX1,MIR181A1
4388,KIAA0195,MIR181A1
4389,HSP90B1,MIR181A1
4390,DRAM1,MIR181A1
4391,GOLGA8B,MIR181A1
4392,LPGAT1,MIR181A1
4393,EYA4,MIR181A1
4394,TMEM64,MIR181A1
4395,LMAN1,MIR181A1
4396,ATG5,MIR181A1
4397,TMEM14A,MIR181A1
4398,AMMECR1,MIR181A1
4399,CPOX,MIR181A1
4400,MAN1A2,MIR181A1
4401,SORT1,MIR181A1
4402,LBR,MIR181A1
4403,FAM222B,MIR181A1
4404,FRA10AC1,MIR181A1
4405,PABPC1,MIR181A1
4406,PTEN,MIR181A1
4407,PPP3CA,MIR181A1
4408,ARHGAP12,MIR181A1
4409,SRSF7,MIR181A1
4410,METAP1,MIR181A1
4411,BRCA1,MIR181A1
4412,TAB3,MIR181A1
4413,PDK3,MIR181A1
4414,NCOA3,MIR181A1
4415,CHMP2B,MIR181A1
4416,DDIT4,MIR181A1
4417,MOB1B,MIR181A1
4418,CCDC6,MIR181A1
4419,KCTD3,MIR181A1
4420,ARL6IP6,MIR181A1
4421,BLOC1S2,MIR181A1
4422,DYNC1LI2,MIR181A1
4423,RBM25,MIR181A1
4424,SMAD2,MIR181A1
4425,MTMR12,MIR181A1
4426,KPNA1,MIR181A1
4427,AP3M2,MIR181A1
4428,CBX4,MIR181A1
4429,KIAA0100,MIR181A1
4430,ZNF83,MIR181A1
4431,CTCF,MIR181A1
4432,TGFBR1,MIR181A1
4433,ARF6,MIR181A1
4434,HDAC6,MIR181A1
4435,LCLAT1,MIR181A1
4436,NUP50,MIR182
4437,LSM14A,MIR182
4438,NDRG1,MIR182
4439,PLEKHA8,MIR182
4440,ACTN4,MIR182
4441,CBWD1,MIR182
4442,APITD1,MIR182
4443,SNRPA1,MIR182
4444,RPS23,MIR182
4445,USP16,MIR182
4446,PCOLCE2,MIR182
4447,SESN2,MIR182
4448,PTEN,MIR182
4449,CADM1,MIR182
4450,EP300,MIR182
4451,HPS4,MIR182
4452,TNRC6A,MIR182
4453,SMAD4,MIR182
4454,FOXO3,MIR182
4455,GSK3B,MIR182
4456,ACVR1B,MIR182
4457,ASXL2,MIR182
4458,BRWD1,MIR182
4459,TP53BP1,MIR182
4460,STK17B,MIR182
4461,MITF,MIR182
4462,RAD17,MIR182
4463,RPS3,MIR182
4464,ERO1L,MIR182
4465,ATP13A3,MIR182
4466,RPL5,MIR182
4467,EVI5,MIR182
4468,TOR1B,MIR182
4469,EXOSC2,MIR182
4470,CISD2,MIR182
4471,ARID5B,MIR182
4472,ABCF2,MIR182
4473,PIK3C2A,MIR182
4474,VTI1A,MIR18B
4475,COX7B,MIR18B
4476,SNAI2,MIR18B
4477,FAM195A,MIR18B
4478,PSAT1,MIR18B
4479,CAD,MIR18B
4480,CRIM1,MIR18B
4481,COG6,MIR18B
4482,SLC25A28,MIR18B
4483,RAP1A,MIR18B
4484,DCAF7,MIR18B
4485,CCND1,MIR18B
4486,RAB5C,MIR18B
4487,TAOK1,MIR18B
4488,FUT11,MIR18B
4489,ZNF507,MIR18B
4490,AP3S2,MIR18B
4491,ZNF367,MIR18B
4492,SMAD2,MIR18B
4493,SP100,MIR18B
4494,ZMAT3,MIR18B
4495,IFNAR2,MIR18B
4496,CDCA5,MIR18B
4497,GNAS,MIR18B
4498,NACC1,MIR18B
4499,SYNM,MIR18B
4500,VMA21,MIR18B
4501,TIMP3,MIR18B
4502,KLF13,MIR18B
4503,SUPT7L,MIR18B
4504,MDM2,MIR18B
4505,PNISR,MIR18B
4506,DPM1,MIR18B
4507,AGFG1,MIR18B
4508,RDH10,MIR18B
4509,TNRC6B,MIR18B
4510,CMPK1,MIR18B
4511,RNF4,MIR18B
4512,CTGF,MIR18B
4513,BDH1,MIR18B
4514,MAPK1,MIR18B
4515,FAM3C,MIR18B
4516,ATP5F1,MIR18B
4517,RBM38,MIR18B
4518,GIGYF1,MIR18B
4519,RAP2B,MIR18B
4520,ARF6,MIR18B
4521,CDH2,MIR18B
4522,EFCAB14,MIR18B
4523,VCP,MIR18B
4524,AHI1,MIR18B
4525,VPS18,MIR18B
4526,RPS6KA5,MIR18B
4527,VIM,MIR18B
4528,SEC61A1,MIR18B
4529,IGFBP3,MIR18B
4530,PITPNA,MIR18B
4531,TMEM8A,MIR18B
4532,RNF157,MIR18B
4533,DCAF4,MIR18B
4534,ALG14,MIR18B
4535,CTDSPL2,MIR18B
4536,FBXL3,MIR18B
4537,TSR1,MIR18B
4538,LIN54,MIR18B
4539,RNF146,MIR18B
4540,CREBL2,MIR18B
4541,ZFYVE26,MIR18B
4542,CLN8,MIR18B
4543,MBD1,MIR18B
4544,C15orf38-AP3S2,MIR18B
4545,ITM2C,MIR18B
4546,ZC3H18,MIR18B
4547,TMEM2,MIR18B
4548,GNL1,MIR18B
4549,WAC,MIR18B
4550,TXNIP,MIR18B
4551,HIF1A,MIR18B
4552,MRPL35,MIR18B
4553,DCTN5,MIR18B
4554,RECQL4,MIR193B
4555,TPI1,MIR193B
4556,ISOC2,MIR193B
4557,TM9SF3,MIR193B
4558,WDR36,MIR193B
4559,LPGAT1,MIR193B
4560,CASC3,MIR193B
4561,WWTR1,MIR193B
4562,SCLY,MIR193B
4563,LMNB1,MIR193B
4564,PHF20,MIR193B
4565,PRRC2A,MIR193B
4566,PFDN2,MIR193B
4567,PELP1,MIR193B
4568,OIP5,MIR193B
4569,NMT1,MIR193B
4570,ASXL1,MIR193B
4571,PLIN3,MIR193B
4572,REEP4,MIR193B
4573,OPHN1,MIR193B
4574,NPM1,MIR193B
4575,FUNDC2,MIR193B
4576,SLC27A4,MIR193B
4577,MDH2,MIR193B
4578,BRCA1,MIR193B
4579,PSRC1,MIR193B
4580,TUBGCP6,MIR193B
4581,FLYWCH2,MIR193B
4582,NMD3,MIR193B
4583,AP3M2,MIR193B
4584,ESYT1,MIR193B
4585,EBAG9,MIR193B
4586,RDH11,MIR193B
4587,MTR,MIR193B
4588,AGO1,MIR193B
4589,GLO1,MIR193B
4590,SLC3A2,MIR193B
4591,MYL12B,MIR193B
4592,SENP1,MIR193B
4593,HERC1,MIR193B
4594,SENP5,MIR193B
4595,C10orf32,MIR193B
4596,SKA3,MIR193B
4597,ISY1,MIR193B
4598,HN1L,MIR193B
4599,BACE2,MIR193B
4600,PHB2,MIR193B
4601,TMED2,MIR193B
4602,TK1,MIR193B
4603,BUB1,MIR193B
4604,EMC6,MIR193B
4605,MARK2,MIR193B
4606,RNF115,MIR193B
4607,RPL27A,MIR193B
4608,MYB,MIR193B
4609,RAPGEF1,MIR193B
4610,MCM8,MIR193B
4611,ATAD2,MIR193B
4612,PHF8,MIR193B
4613,TIMM50,MIR193B
4614,SEC61A1,MIR193B
4615,RRM2,MIR193B
4616,ATXN3,MIR193B
4617,NKAP,MIR193B
4618,HSPB8,MIR193B
4619,MAPKAPK2,MIR193B
4620,MCCC2,MIR193B
4621,SH3BP5,MIR193B
4622,NOL6,MIR193B
4623,YWHAZ,MIR193B
4624,ATOH8,MIR193B
4625,APOLD1,MIR193B
4626,TUBB3,MIR193B
4627,LPCAT1,MIR193B
4628,NUCKS1,MIR193B
4629,MCM6,MIR193B
4630,MRPL32,MIR193B
4631,SEC31A,MIR193B
4632,TUBB,MIR193B
4633,NAT8L,MIR193B
4634,AKAP13,MIR193B
4635,MCM7,MIR193B
4636,RCAN3,MIR193B
4637,SH3GL1,MIR193B
4638,TMBIM1,MIR193B
4639,GDI2,MIR193B
4640,EFTUD2,MIR193B
4641,MCM5,MIR193B
4642,SYNE2,MIR193B
4643,NTMT1,MIR193B
4644,SEMA4C,MIR193B
4645,FXN,MIR193B
4646,TNRC6A,MIR193B
4647,CCS,MIR193B
4648,AKT1,MIR193B
4649,DNMT1,MIR193B
4650,KREMEN1,MIR193B
4651,BTG2,MIR193B
4652,EPHX1,MIR193B
4653,RPL4,MIR193B
4654,COL4A1,MIR193B
4655,TOLLIP,MIR193B
4656,CHEK1,MIR193B
4657,HUWE1,MIR193B
4658,SNRNP200,MIR193B
4659,SNRK,MIR193B
4660,PSMC5,MIR193B
4661,SLC35D2,MIR193B
4662,TECR,MIR193B
4663,PHF19,MIR193B
4664,RSF1,MIR193B
4665,STARD7,MIR193B
4666,CEP41,MIR193B
4667,VAV2,MIR193B
4668,API5,MIR193B
4669,NUP37,MIR193B
4670,HNRNPAB,MIR193B
4671,PGM3,MIR193B
4672,CAPNS1,MIR193B
4673,TMEM164,MIR193B
4674,SLC7A6,MIR193B
4675,EPDR1,MIR193B
4676,DENND6A,MIR193B
4677,ASF1B,MIR193B
4678,CIAO1,MIR193B
4679,RUSC1,MIR193B
4680,FANCA,MIR193B
4681,FBXO5,MIR193B
4682,SLC1A5,MIR193B
4683,BTRC,MIR193B
4684,QTRTD1,MIR193B
4685,EXOSC10,MIR193B
4686,MSANTD3,MIR193B
4687,HAUS8,MIR193B
4688,LYPLA1,MIR193B
4689,FARSB,MIR193B
4690,SOCS5,MIR193B
4691,ATP1A1,MIR193B
4692,KAT6A,MIR193B
4693,UBFD1,MIR193B
4694,C11orf24,MIR193B
4695,LYRM2,MIR193B
4696,POLE2,MIR193B
4697,HIF1AN,MIR193B
4698,ACTG1,MIR193B
4699,EP300,MIR193B
4700,RTF1,MIR193B
4701,ACTN1,MIR193B
4702,GLUD1,MIR193B
4703,FAM50A,MIR193B
4704,AHSA1,MIR193B
4705,PHRF1,MIR193B
4706,SMG5,MIR193B
4707,GGCX,MIR193B
4708,PITRM1,MIR193B
4709,CDK8,MIR193B
4710,CHCHD10,MIR193B
4711,CLPP,MIR193B
4712,ZYX,MIR193B
4713,NT5DC3,MIR193B
4714,STRIP1,MIR193B
4715,RMDN3,MIR193B
4716,REPS1,MIR193B
4717,C16orf58,MIR193B
4718,HMGCR,MIR193B
4719,MBTPS1,MIR193B
4720,XRCC6,MIR193B
4721,KIF22,MIR193B
4722,STX16,MIR193B
4723,TYW3,MIR193B
4724,SCAMP4,MIR193B
4725,CENPJ,MIR193B
4726,MAP2K2,MIR193B
4727,ZNF24,MIR193B
4728,LETM1,MIR193B
4729,HSPH1,MIR193B
4730,ASPM,MIR193B
4731,MTMR4,MIR193B
4732,CDK1,MIR193B
4733,SYNRG,MIR193B
4734,TICRR,MIR193B
4735,CDK12,MIR193B
4736,WDR62,MIR193B
4737,SLC30A7,MIR193B
4738,KIAA0586,MIR193B
4739,MYO18A,MIR193B
4740,DONSON,MIR193B
4741,RAD51,MIR193B
4742,PFN1,MIR193B
4743,ABI2,MIR193B
4744,MCM3,MIR193B
4745,DPH1,MIR193B
4746,ORC6,MIR193B
4747,ACACA,MIR193B
4748,EXO1,MIR193B
4749,WAPAL,MIR193B
4750,PRRC1,MIR193B
4751,NOSIP,MIR193B
4752,CAPN15,MIR193B
4753,SPRTN,MIR193B
4754,EMC1,MIR193B
4755,APOBEC3B,MIR193B
4756,ZNF395,MIR193B
4757,TMF1,MIR193B
4758,DSCC1,MIR193B
4759,SLC38A2,MIR193B
4760,PRRC2B,MIR193B
4761,TLN1,MIR193B
4762,WNK1,MIR193B
4763,MCRS1,MIR193B
4764,ACOT9,MIR193B
4765,MAPK1IP1L,MIR193B
4766,CCNY,MIR193B
4767,GINS2,MIR193B
4768,GINS3,MIR193B
4769,ENOX2,MIR193B
4770,PMAIP1,MIR193B
4771,PUM2,MIR193B
4772,NCAPH2,MIR193B
4773,E2F6,MIR193B
4774,SEPHS2,MIR193B
4775,PSMA7,MIR193B
4776,ARCN1,MIR193B
4777,COPA,MIR193B
4778,GDF11,MIR193B
4779,CDK17,MIR193B
4780,PSMC3IP,MIR193B
4781,TPX2,MIR193B
4782,TXLNA,MIR193B
4783,UGP2,MIR193B
4784,ACTN4,MIR193B
4785,COQ10B,MIR193B
4786,UBQLN2,MIR193B
4787,UBR1,MIR193B
4788,SPPL3,MIR193B
4789,WHSC1,MIR193B
4790,ELP3,MIR193B
4791,LRRC8A,MIR193B
4792,PCNA,MIR193B
4793,C15orf57,MIR193B
4794,MED21,MIR193B
4795,CHTF18,MIR193B
4796,CHST14,MIR193B
4797,ACBD6,MIR193B
4798,C16orf59,MIR193B
4799,SRSF1,MIR193B
4800,ARID1A,MIR193B
4801,KDSR,MIR193B
4802,CS,MIR193B
4803,QSOX1,MIR193B
4804,BAG6,MIR193B
4805,MEGF8,MIR193B
4806,ALKBH4,MIR193B
4807,C1orf112,MIR193B
4808,NDST1,MIR193B
4809,ALKBH5,MIR193B
4810,CDT1,MIR193B
4811,SF3A1,MIR193B
4812,AMACR,MIR193B
4813,MPST,MIR193B
4814,MYLK,MIR193B
4815,ADARB1,MIR193B
4816,PTEN,MIR193B
4817,HM13,MIR193B
4818,RSL1D1,MIR193B
4819,PUS1,MIR193B
4820,ADCY9,MIR193B
4821,XPO1,MIR193B
4822,GLTSCR1,MIR193B
4823,NAPEPLD,MIR193B
4824,NSUN2,MIR193B
4825,PGAM1,MIR193B
4826,C12orf49,MIR193B
4827,KNTC1,MIR193B
4828,CRIM1,MIR193B
4829,KPNA2,MIR193B
4830,UBR7,MIR193B
4831,KIF11,MIR193B
4832,ATP5G1,MIR193B
4833,MANEAL,MIR193B
4834,FAM101B,MIR193B
4835,YIPF4,MIR193B
4836,RBM8A,MIR193B
4837,RPL26,MIR193B
4838,AAMP,MIR193B
4839,DNAJC9,MIR193B
4840,AARS,MIR193B
4841,CECR5,MIR193B
4842,GCA,MIR193B
4843,GPI,MIR193B
4844,SLC26A2,MIR193B
4845,GPN2,MIR193B
4846,MIB1,MIR193B
4847,PAK3,MIR193B
4848,LEF1,MIR193B
4849,TSKU,MIR193B
4850,BUB1B,MIR193B
4851,SH3BP4,MIR193B
4852,SLC30A1,MIR193B
4853,UBE2Z,MIR193B
4854,MCL1,MIR193B
4855,IRAK1,MIR193B
4856,RNF146,MIR193B
4857,MAP3K1,MIR193B
4858,NAGA,MIR193B
4859,TRIP13,MIR193B
4860,BCL9L,MIR193B
4861,CNOT1,MIR193B
4862,ABCF2,MIR193B
4863,DAGLB,MIR193B
4864,PARP1,MIR193B
4865,ADI1,MIR193B
4866,CFL1,MIR193B
4867,ZNF317,MIR193B
4868,GEMIN4,MIR193B
4869,TNFRSF1B,MIR193B
4870,ATP5B,MIR193B
4871,MXRA7,MIR193B
4872,FAM60A,MIR193B
4873,TUBA1B,MIR193B
4874,CDK9,MIR193B
4875,TJP2,MIR193B
4876,FBXL19,MIR193B
4877,RPL23A,MIR193B
4878,MORC4,MIR193B
4879,BAZ2A,MIR193B
4880,PGPEP1,MIR193B
4881,EPHA2,MIR193B
4882,SYMPK,MIR193B
4883,EEF2,MIR193B
4884,ZNF512B,MIR193B
4885,CYFIP1,MIR193B
4886,PTPRG,MIR193B
4887,NUTF2,MIR193B
4888,DCPS,MIR193B
4889,HNRNPL,MIR193B
4890,RB1CC1,MIR193B
4891,RRP36,MIR193B
4892,GLA,MIR193B
4893,PTRF,MIR193B
4894,MSH6,MIR193B
4895,NCOA2,MIR193B
4896,NCL,MIR193B
4897,FXYD5,MIR193B
4898,SEPN1,MIR193B
4899,PEX11B,MIR193B
4900,PIP4K2A,MIR193B
4901,VHL,MIR193B
4902,NSDHL,MIR193B
4903,APEH,MIR193B
4904,GXYLT1,MIR193B
4905,WDYHV1,MIR193B
4906,NEIL2,MIR193B
4907,CHPF2,MIR193B
4908,SNRNP70,MIR193B
4909,ALDH3A2,MIR193B
4910,NUP214,MIR193B
4911,HPRT1,MIR193B
4912,TRAK2,MIR193B
4913,XRCC1,MIR193B
4914,SLC7A5,MIR193B
4915,DBNL,MIR193B
4916,HSPA1B,MIR193B
4917,PKMYT1,MIR193B
4918,ALDOA,MIR193B
4919,RPL22,MIR193B
4920,ANP32B,MIR193B
4921,RNASEH1,MIR193B
4922,PCYT1A,MIR193B
4923,MARS,MIR193B
4924,MRPS9,MIR193B
4925,RUVBL1,MIR193B
4926,HADHB,MIR193B
4927,CIC,MIR193B
4928,WDR12,MIR193B
4929,CDC20,MIR193B
