,source_name,target_name,source_cmt,target_cmt
6894,FZD6,MIR30D,14,2
6895,GXYLT1,MIR30D,18,2
6896,SH3PXD2A,MIR30D,16,2
6897,DYRK1A,MIR30D,16,2
6898,MIER3,MIR30D,2,2
6899,KIF5B,MIR30D,10,2
6900,FYCO1,MIR30D,18,2
6901,NMT1,MIR30D,2,2
6902,SENP2,MIR30D,2,2
6903,ARID3A,MIR30D,16,2
6904,AGO1,MIR30D,10,2
6905,TRIM23,MIR30D,2,2
6906,TNFRSF10B,MIR30D,7,2
6907,ZNF507,MIR30D,4,2
6908,PPP1R15B,MIR30D,2,2
6909,PPP1R2,MIR30D,2,2
6910,NBPF15,MIR30D,2,2
6911,SLC38A7,MIR30D,6,2
6912,SIKE1,MIR30D,16,2
6913,MED29,MIR30D,10,2
6914,SLFN5,MIR30D,2,2
6915,CHD1,MIR30D,2,2
6916,TMEM184C,MIR30D,2,2
6917,PICALM,MIR30D,14,2
6918,GNA13,MIR30D,2,2
6919,KPNB1,MIR30D,2,2
6920,IQCB1,MIR30D,2,2
6921,MIA3,MIR30D,2,2
6922,HSD17B12,MIR30D,14,2
6923,PPP2R1B,MIR30D,15,2
6924,ZNF609,MIR30D,2,2
6925,MCL1,MIR30D,7,2
6926,CSNK1G1,MIR30D,2,2
6927,GLCE,MIR30D,2,2
6928,VPS33A,MIR30D,16,2
6929,TWF1,MIR30D,10,2
6930,ZFAND5,MIR30D,2,2
6931,KDM3A,MIR30D,2,2
6932,VPS37A,MIR30D,14,2
6933,KBTBD6,MIR30D,2,2
6934,KMT2A,MIR30D,2,2
6935,NAP1L1,MIR30D,2,2
6936,ZCRB1,MIR30D,2,2
6937,SLC4A7,MIR30D,2,2
6938,ELOVL5,MIR30D,2,2
6939,NAPG,MIR30D,2,2
6940,NCOA3,MIR30D,6,2
6941,CREG1,MIR30D,4,2
6942,PGM3,MIR30D,2,2
6943,CAMK4,MIR30D,2,2
6944,EXOC2,MIR30D,18,2
6945,KPNA2,MIR30D,17,2
6946,COX17,MIR30D,2,2
6947,EPG5,MIR30D,2,2
6948,NBPF1,MIR30D,2,2
6949,PAWR,MIR30D,10,2
6950,DENND5A,MIR30D,10,2
6951,UBXN2B,MIR30D,2,2
6952,FAM91A1,MIR30D,2,2
6953,HNRNPH1,MIR30D,2,2
6954,C7orf60,MIR30D,2,2
6955,STX12,MIR30D,15,2
6956,ZFP36L1,MIR30D,5,2
6957,SGTA,MIR30D,2,2
6958,TIAL1,MIR30D,2,2
6959,STX16,MIR30D,19,2
6960,YWHAG,MIR30D,15,2
6961,TGFA,MIR30D,7,2
6962,ZNF227,MIR30D,2,2
6963,PDCD10,MIR30D,18,2
6964,CBX3,MIR30D,4,2
6965,HAGH,MIR30D,2,2
6966,NDUFA12,MIR30D,2,2
6967,SH3GL1,MIR30D,2,2
6968,GALNT1,MIR30D,2,2
6969,MAPK8,MIR30D,6,2
6970,GLO1,MIR30D,10,2
6971,ETV6,MIR30D,2,2
6972,ATG12,MIR30D,2,2
6973,CAND1,MIR30D,13,2
6974,NUFIP2,MIR30D,19,2
6975,BCL9,MIR30D,19,2
6976,TPR,MIR30D,2,2
6977,SOS2,MIR30D,16,2
6978,CCDC25,MIR30D,2,2
6979,GOLIM4,MIR30D,16,2
6980,STMN1,MIR30D,17,2
6981,SMEK1,MIR30D,2,2
6982,LIN7C,MIR30D,6,2
6983,BTBD1,MIR30D,2,2
6984,BTD,MIR30D,16,2
6985,MZT1,MIR30D,2,2
6986,EPB41,MIR30D,2,2
6987,LMBR1L,MIR30D,2,2
6988,SLC7A5,MIR30D,14,2
6989,NDEL1,MIR30D,2,2
6990,KPNA6,MIR30D,17,2
6991,ATP6V0E2,MIR30D,2,2
6992,FNIP1,MIR30D,10,2
6993,AKAP17A,MIR30D,16,2
6994,GATAD2B,MIR30D,10,2
6995,CCDC86,MIR30D,2,2
6996,TANK,MIR30D,7,2
6997,BAG4,MIR30D,2,2
6998,GCLC,MIR30D,7,2
6999,ARPP19,MIR30D,15,2
7000,REV3L,MIR30D,10,2
7001,SLC27A1,MIR30D,2,2
7002,TAOK1,MIR30D,4,2
7003,PEG10,MIR30D,2,2
7004,SETD5,MIR30D,2,2
7005,GOLGA8B,MIR30D,10,2
7006,BAMBI,MIR30D,14,2
7007,ATP1A1,MIR30D,2,2
7008,NUCB1,MIR30D,2,2
7009,UBE3C,MIR30D,2,2
7010,FRS2,MIR30D,19,2
7011,CEP350,MIR30D,2,2
7012,MTR,MIR30D,2,2
7013,TAB1,MIR30D,2,2
7014,FYTTD1,MIR30D,2,2
7015,TPRG1L,MIR30D,2,2
7016,RSL1D1,MIR30D,2,2
7017,MDM4,MIR30D,9,2
7018,MORC3,MIR30D,2,2
7019,AFF4,MIR30D,2,2
7020,TOMM5,MIR30D,2,2
7021,PCGF5,MIR30D,2,2
7022,HSPA1B,MIR30D,10,2
7023,RAB35,MIR30D,2,2
7024,PHTF2,MIR30D,2,2
7025,PCMTD2,MIR30D,2,2
7026,FUCA1,MIR30D,2,2
7027,MARCKSL1,MIR30D,2,2
7028,TUBB2A,MIR30D,13,2
7029,CCNF,MIR30D,2,2
7030,EED,MIR30D,2,2
7031,EZH2,MIR30D,19,2
7032,SAE1,MIR30D,18,2
7033,H6PD,MIR30D,2,2
7034,MTF2,MIR30D,2,2
7035,TBPL1,MIR30D,6,2
7036,IL1A,MIR30D,7,2
7037,C8orf76,MIR30D,2,2
7038,YTHDC1,MIR30D,6,2
7039,RNF138,MIR30D,13,2
7040,SRSF2,MIR30D,17,2
7041,FKTN,MIR30D,2,2
7042,POLR3E,MIR30D,4,2
7043,MLXIP,MIR30D,2,2
7044,GNAI2,MIR30D,7,2
7045,EMC3,MIR30D,6,2
7046,RPN2,MIR30D,2,2
7047,STAU1,MIR30D,17,2
7048,MYLIP,MIR30D,17,2
7049,CASP3,MIR30D,14,2
7050,ROCK2,MIR30D,18,2
7051,PBRM1,MIR30D,2,2
7052,EDC3,MIR30D,4,2
7053,UBN1,MIR30D,2,2
7054,SCP2,MIR30D,2,2
7055,SUMO1,MIR30D,9,2
7056,SNAI1,MIR30D,7,2
7057,GOLGA1,MIR30D,2,2
7058,CLCC1,MIR30D,2,2
7059,LDLR,MIR30D,7,2
7060,RPLP0,MIR30D,2,2
7061,CD2AP,MIR30D,7,2
7062,COPS8,MIR30D,2,2
7063,BECN1,MIR30D,16,2
7064,RNF220,MIR30D,2,2
7065,CCDC71L,MIR30D,2,2
7066,ATG5,MIR30D,2,2
7067,TAF1C,MIR30D,2,2
7068,ALDH9A1,MIR30D,2,2
7069,DHX40,MIR30D,2,2
7070,PPP1R12A,MIR30D,2,2
7071,PLEKHO2,MIR30D,2,2
7072,SACS,MIR30D,2,2
7073,YKT6,MIR30D,2,2
7074,STRIP1,MIR30D,2,2
7075,MTDH,MIR30D,7,2
7076,FAM104A,MIR30D,16,2
7077,MAP1B,MIR30D,10,2
7078,IREB2,MIR30D,9,2
7079,AGTRAP,MIR30D,2,2
7080,CDK13,MIR30D,2,2
7081,XPO1,MIR30D,2,2
7082,C7orf43,MIR30D,2,2
7083,ATP2A2,MIR30D,10,2
7084,PGPEP1,MIR30D,17,2
7085,ZNF134,MIR30D,10,2
7086,DCUN1D1,MIR30D,2,2
7087,EIF1,MIR30D,10,2
7088,DCTN4,MIR30D,2,2
7089,MSANTD4,MIR30D,2,2
7090,HNRNPU,MIR30D,2,2
7091,NRBP1,MIR30D,2,2
7092,C12orf73,MIR30D,2,2
7093,SBF1,MIR30D,2,2
7094,PYROXD1,MIR30D,2,2
7095,GALNT7,MIR30D,10,2
7096,RPUSD4,MIR30D,2,2
7097,LARP1,MIR30D,2,2
7098,MSL2,MIR30D,2,2
7099,ERLIN1,MIR30D,8,2
7100,ST3GAL5,MIR30D,7,2
7101,RAB31,MIR30D,2,2
7102,RPA2,MIR30D,2,2
7103,JAK1,MIR30D,9,2
7104,OTUD4,MIR30D,13,2
7105,LYPLAL1,MIR30D,2,2
7106,S100PBP,MIR30D,2,2
7107,LHFPL2,MIR30D,10,2
7108,FAM60A,MIR30D,18,2
7109,PPP3CB,MIR30D,2,2
7110,6-Mar,MIR30D,2,2
7111,NOTCH1,MIR30D,7,2
7112,MMAB,MIR30D,2,2
7113,PTP4A1,MIR30D,13,2
7114,C7orf55-LUC7L2,MIR30D,16,2
7115,JOSD1,MIR30D,2,2
7116,CDC7,MIR30D,19,2
7117,COPS7A,MIR30D,2,2
7118,FOXN2,MIR30D,10,2
7119,RPS17,MIR30D,16,2
7120,GAB1,MIR30D,2,2
7121,ARL6IP1,MIR30D,17,2
7122,DBF4,MIR30D,7,2
7123,FEM1B,MIR30D,13,2
7124,MFAP3,MIR30D,2,2
7125,PREPL,MIR30D,2,2
7126,LCOR,MIR30D,10,2
7127,SFXN1,MIR30D,4,2
7128,ALG9,MIR30D,15,2
7129,SRSF7,MIR30D,2,2
7130,BNIP3L,MIR30D,2,2
7131,RAB10,MIR30D,16,2
7132,ADO,MIR30D,14,2
7133,GALNT10,MIR30D,2,2
7134,ITGA5,MIR30D,7,2
7135,TSPYL1,MIR30D,2,2
7136,PNMA1,MIR30D,2,2
7137,HBEGF,MIR30D,2,2
7138,SLC16A1,MIR30D,7,2
7139,CRK,MIR30D,15,2
7140,STRN,MIR30D,2,2
7141,OPHN1,MIR30D,2,2
7142,SUPT16H,MIR30D,15,2
7143,BAHD1,MIR30D,20,2
7144,MAML1,MIR30D,2,2
7145,VPS41,MIR30D,16,2
7146,KIF11,MIR30D,2,2
7147,SRPR,MIR30D,10,2
7148,HDHD3,MIR30D,2,2
7149,C5orf51,MIR30D,17,2
7150,CPEB4,MIR30D,18,2
7151,AVL9,MIR30D,6,2
7152,BTBD7,MIR30D,10,2
7153,ZNRF1,MIR30D,6,2
7154,ZDHHC20,MIR30D,2,2
7155,LCLAT1,MIR30D,18,2
7156,SRSF9,MIR30D,2,2
7157,ZSCAN29,MIR30D,2,2
7158,DNAJC30,MIR30D,13,2
7159,CCNT1,MIR31,4,4
7160,DCK,MIR31,4,4
7161,TMEM109,MIR31,4,4
7162,RBM38,MIR31,4,4
7163,GYG1,MIR31,4,4
7164,SLC9A6,MIR31,4,4
7165,XPO6,MIR31,4,4
7166,SRRM2,MIR31,4,4
7167,FBXL7,MIR31,4,4
7168,MICA,MIR31,4,4
7169,AKAP8L,MIR31,4,4
7170,TIAM1,MIR31,14,4
7171,SPRED1,MIR31,4,4
7172,HIST1H2BK,MIR31,4,4
7173,AGO1,MIR31,10,4
7174,RANGAP1,MIR31,4,4
7175,POLR3E,MIR31,4,4
7176,NUP188,MIR31,4,4
7177,KIAA0391,MIR31,4,4
7178,PPP2R2A,MIR31,4,4
7179,ARID1A,MIR31,18,4
7180,TRIB3,MIR31,4,4
7181,FBXL5,MIR31,18,4
7182,STK40,MIR31,4,4
7183,SNRNP27,MIR31,4,4
7184,C11orf30,MIR31,4,4
7185,PEX19,MIR31,4,4
7186,NLGN1,MIR31,4,4
7187,MED12,MIR31,4,4
7188,CRK,MIR31,15,4
7189,JARID2,MIR31,4,4
7190,NUMB,MIR31,4,4
7191,BAHD1,MIR31,20,4
7192,CBX3,MIR31,4,4
7193,SESN2,MIR31,4,4
7194,PRPF38A,MIR31,4,4
7195,PNPT1,MIR31,4,4
7196,TXNIP,MIR31,4,4
7197,ITGA5,MIR31,7,4
7198,UBE2G1,MIR338,15,15
7199,ORC4,MIR338,15,15
7200,TNPO1,MIR338,15,15
7201,CAPRIN2,MIR338,15,15
7202,CAV1,MIR338,7,15
7203,MED13,MIR338,15,15
7204,UBE2H,MIR338,15,15
7205,KLF3,MIR338,15,15
7206,CTGF,MIR338,7,15
7207,IKBKG,MIR338,15,15
7208,LRRC47,MIR338,15,15
7209,CDC42SE1,MIR338,13,15
7210,RLIM,MIR338,18,15
7211,MRPS23,MIR338,15,15
7212,EMC2,MIR338,15,15
7213,FAM168B,MIR338,15,15
7214,ID3,MIR338,14,15
7215,PPP1R10,MIR338,15,15
7216,RPL35A,MIR338,4,15
7217,RPL37,MIR338,15,15
7218,ACOT9,MIR338,15,15
7219,RNF44,MIR338,10,15
7220,GOLT1B,MIR338,15,15
7221,GTF2A1,MIR338,10,15
7222,SDHAF2,MIR338,15,15
7223,TRA2B,MIR338,15,15
7224,RNF8,MIR338,15,15
7225,ZBTB18,MIR338,15,15
7226,NUP43,MIR338,10,15
7227,C9orf78,MIR338,15,15
7228,HSPA8,MIR338,10,15
7229,SUPT16H,MIR338,15,15
7230,KIT,MIR338,7,15
7231,SRSF1,MIR338,15,15
7232,VLDLR,MIR338,7,15
7233,UBE2Q1,MIR338,15,15
7234,TM4SF1,MIR338,15,15
7235,MRPL45,MIR338,15,15
7236,GATAD2B,MIR338,10,15
7237,MVK,MIR338,15,15
7238,EIF4EBP2,MIR338,10,15
7239,TVP23C,MIR338,15,15
7240,SMO,MIR338,15,15
7241,ZNF367,MIR338,15,15
7242,MIER1,MIR338,15,15
7243,XRCC2,MIR338,15,15
7244,ZEB2,MIR338,19,15
7245,DDX5,MIR338,15,15
7246,QSER1,MIR338,15,15
7247,CNKSR3,MIR338,15,15
7248,MTMR12,MIR338,15,15
7249,TENM3,MIR338,15,15
7250,ADM,MIR338,7,15
7251,TRADD,MIR338,15,15
7252,PCDH7,MIR338,15,15
7253,DAB2IP,MIR338,15,15
7254,CTTN,MIR338,15,15
7255,ACVR1,MIR338,15,15
7256,USP46,MIR338,15,15
7257,PSMD7,MIR338,15,15
7258,POLR2J3,MIR338,15,15
7259,NCS1,MIR338,15,15
7260,NCL,MIR338,15,15
7261,WDR55,MIR338,15,15
7262,TMEM199,MIR338,15,15
7263,ZDHHC18,MIR338,15,15
7264,SMG1,MIR338,15,15
7265,PHF3,MIR338,15,15
7266,DNAJB2,MIR338,15,15
7267,CDC5L,MIR338,10,15
7268,YY1,MIR338,7,15
7269,TMEM2,MIR338,17,15
7270,PFDN2,MIR338,15,15
7271,LRP1,MIR338,7,15
7272,ETS2,MIR338,7,15
7273,YWHAG,MIR338,15,15
7274,PPIF,MIR338,15,15
7275,ANAPC13,MIR338,15,15
7276,ALG9,MIR338,15,15
7277,TAPBP,MIR338,15,15
7278,BMI1,MIR338,7,15
7279,TOB1,MIR338,10,15
7280,COMMD3-BMI1,MIR338,15,15
7281,CREBBP,MIR338,15,15
7282,ARF1,MIR338,10,15
7283,SSX2IP,MIR338,17,15
7284,PFAS,MIR338,15,15
7285,RSRC1,MIR338,4,15
7286,CRCP,MIR338,15,15
7287,TOM1,MIR338,15,15
7288,MYH9,MIR338,9,15
7289,RNF219,MIR338,15,15
7290,ARL4C,MIR338,15,15
7291,ERGIC2,MIR338,10,15
7292,AMOTL1,MIR338,15,15
7293,GDE1,MIR338,15,15
7294,TTC33,MIR338,15,15
7295,ATAT1,MIR338,15,15
7296,ABI2,MIR338,15,15
7297,STK25,MIR338,15,15
7298,SMARCAD1,MIR338,15,15
7299,RTN4,MIR338,15,15
7300,MMP2,MIR338,7,15
7301,ZFP91,MIR338,13,15
7302,GOLGA7,MIR338,13,15
7303,RPP25,MIR338,15,15
7304,ARMCX6,MIR338,15,15
7305,MID1,MIR338,15,15
7306,SSR3,MIR338,15,15
7307,ITPRIPL2,MIR338,15,15
7308,FEM1C,MIR338,15,15
7309,KIFC1,MIR338,15,15
7310,MATR3,MIR338,15,15
7311,CCDC14,MIR338,15,15
7312,TBC1D15,MIR338,15,15
7313,CCND1,MIR338,7,15
7314,RAB1A,MIR338,15,15
7315,PLEKHA1,MIR338,10,15
7316,APOL2,MIR34A,8,8
7317,TNPO1,MIR34A,15,8
7318,SPTAN1,MIR34A,8,8
7319,CCNL1,MIR34A,16,8
7320,RRAS,MIR34A,8,8
7321,MCM6,MIR34A,8,8
7322,DGUOK,MIR34A,8,8
7323,SPTBN1,MIR34A,9,8
7324,PLIN3,MIR34A,8,8
7325,FXR1,MIR34A,8,8
7326,MOV10,MIR34A,8,8
7327,HIST1H2AC,MIR34A,8,8
7328,SNAI1,MIR34A,7,8
7329,DIP2C,MIR34A,8,8
7330,MAP3K1,MIR34A,14,8
7331,MICA,MIR34A,4,8
7332,MCM7,MIR34A,8,8
7333,AKR7A2,MIR34A,8,8
7334,APOPT1,MIR34A,8,8
7335,ZNF623,MIR34A,8,8
7336,ACSL4,MIR34A,14,8
7337,SENP1,MIR34A,8,8
7338,NOTCH2,MIR34A,7,8
7339,PRRC2B,MIR34A,10,8
7340,EMP1,MIR34A,13,8
7341,HIST1H4J,MIR34A,8,8
7342,SIRT7,MIR34A,8,8
7343,UBXN2B,MIR34A,2,8
7344,MRPS26,MIR34A,8,8
7345,CYB5B,MIR34A,8,8
7346,ATXN1L,MIR34A,8,8
7347,GIGYF1,MIR34A,10,8
7348,NUPL2,MIR34A,2,8
7349,GTF3C1,MIR34A,8,8
7350,KHDRBS1,MIR34A,8,8
7351,ACSS1,MIR34A,8,8
7352,PIGT,MIR34A,8,8
7353,TPD52,MIR34A,9,8
7354,IRGQ,MIR34A,10,8
7355,DRG1,MIR34A,8,8
7356,CCND1,MIR34A,7,8
7357,STX1A,MIR34A,8,8
7358,ITGB3,MIR34A,7,8
7359,RRBP1,MIR34A,8,8
7360,DTYMK,MIR34A,8,8
7361,NUP50,MIR34A,15,8
7362,PHF19,MIR34A,8,8
7363,XRCC1,MIR34A,8,8
7364,SESN2,MIR34A,4,8
7365,ZSWIM7,MIR34A,8,8
7366,TXNRD1,MIR34A,7,8
7367,SNTB2,MIR34A,8,8
7368,H3F3AP6,MIR34A,8,8
7369,TLE3,MIR34A,8,8
7370,FAM73A,MIR34A,5,8
7371,TSPAN14,MIR34A,8,8
7372,SMARCC2,MIR34A,6,8
7373,PUM2,MIR34A,4,8
7374,AXL,MIR34A,7,8
7375,CAPZB,MIR34A,8,8
7376,BIRC5,MIR34A,7,8
7377,TMEM189,MIR34A,6,8
7378,RPS2,MIR34A,8,8
7379,RPL37,MIR34A,15,8
7380,PRR3,MIR34A,8,8
7381,AXIN2,MIR34A,8,8
7382,B4GALT3,MIR34A,8,8
7383,UBE3C,MIR34A,2,8
7384,CAPRIN1,MIR34A,11,8
7385,KLC1,MIR34A,8,8
7386,BIRC3,MIR34A,8,8
7387,SLC2A3,MIR34A,16,8
7388,TNPO3,MIR34A,8,8
7389,EXOC5,MIR34A,10,8
7390,CFL1,MIR34A,8,8
7391,ARHGAP1,MIR34A,8,8
7392,HSPA1B,MIR34A,10,8
7393,VEGFA,MIR34A,7,8
7394,RRM2,MIR34A,2,8
7395,NOTCH1,MIR34A,7,8
7396,DHX38,MIR34A,8,8
7397,PLCG1,MIR34A,14,8
7398,VAMP2,MIR34A,15,8
7399,SH3BGRL3,MIR34A,8,8
7400,TFAM,MIR34A,15,8
7401,MAP1B,MIR34A,10,8
7402,SNX12,MIR34A,8,8
7403,UTP14A,MIR34A,8,8
7404,WBP11,MIR34A,8,8
7405,WASF2,MIR34A,8,8
7406,ITGA6,MIR34A,13,8
7407,HIST1H1C,MIR34A,19,8
7408,SNAP23,MIR34A,8,8
7409,SRRM2,MIR34A,4,8
7410,QDPR,MIR34A,19,8
7411,PPP1R2,MIR34A,2,8
7412,HIST2H2AA4,MIR34A,19,8
7413,SMARCA4,MIR34A,11,8
7414,ZNF394,MIR34A,16,8
7415,DNAJC5,MIR34A,4,8
7416,MCM2,MIR34A,8,8
7417,CYTH1,MIR34A,8,8
7418,EFHD2,MIR34A,16,8
7419,POGZ,MIR34A,9,8
7420,BCL2L13,MIR34A,6,8
7421,IK,MIR34A,8,8
7422,RAP2A,MIR34A,8,8
7423,SLC4A2,MIR34A,7,8
7424,POLR3E,MIR34A,4,8
7425,RCN1,MIR34A,8,8
7426,CNOT4,MIR34A,10,8
7427,KIF2A,MIR34A,18,8
7428,AP2B1,MIR34A,8,8
7429,MTDH,MIR34A,7,8
7430,DIABLO,MIR34A,7,8
7431,CLN8,MIR34A,10,8
7432,KPNA1,MIR34A,5,8
7433,RICTOR,MIR34A,4,8
7434,RRP1B,MIR34A,8,8
7435,ACTG1,MIR34A,17,8
7436,CDKN1B,MIR34A,7,8
7437,LMAN1,MIR34A,5,8
7438,SUPT5H,MIR34A,8,8
7439,CCNE2,MIR34A,19,8
7440,EPHA2,MIR34A,8,8
7441,H3F3B,MIR34A,7,8
7442,RRAGA,MIR34A,1,8
7443,CTNNB1,MIR34A,6,8
7444,NT5DC3,MIR34A,8,8
7445,ERLIN2,MIR34A,8,8
7446,FH,MIR34A,8,8
7447,CD44,MIR34A,7,8
7448,ADO,MIR34A,14,8
7449,YIPF2,MIR34A,8,8
7450,AKR1A1,MIR34A,8,8
7451,CDC20,MIR34A,8,8
7452,NT5E,MIR34A,7,8
7453,MTHFD2,MIR34A,6,8
7454,YBX1,MIR34A,7,8
7455,HNRNPU,MIR34A,2,8
7456,CEP170,MIR34A,8,8
7457,KIF4A,MIR34A,8,8
7458,GRINA,MIR34A,8,8
7459,B4GALT5,MIR34A,14,8
7460,SNX3,MIR34A,8,8
7461,KDM4A,MIR34A,8,8
7462,SYNE2,MIR34A,9,8
7463,CAMTA1,MIR34A,8,8
7464,PUS7,MIR34A,8,8
7465,RSU1,MIR34A,8,8
7466,GEMIN5,MIR34A,8,8
7467,MCM3,MIR34A,8,8
7468,PLEKHA2,MIR34A,8,8
7469,CDKN2A,MIR34A,7,8
7470,TBL3,MIR34A,8,8
7471,PRR12,MIR34A,8,8
7472,ME1,MIR34A,8,8
7473,MCM4,MIR34A,4,8
7474,MYC,MIR34A,7,8
7475,TOM1,MIR34A,15,8
7476,AIMP2,MIR34A,8,8
7477,SNRPA1,MIR34A,5,8
7478,LLPH,MIR34A,8,8
7479,H3F3A,MIR34A,8,8
7480,TES,MIR34A,8,8
7481,RRAGD,MIR34A,8,8
7482,STAM2,MIR34A,8,8
7483,THOC2,MIR34A,11,8
7484,RAB3GAP2,MIR34A,8,8
7485,FAM104A,MIR34A,16,8
7486,MBD6,MIR34A,21,8
7487,POLR2A,MIR34A,8,8
7488,KIT,MIR34A,7,8
7489,MAPK3,MIR34A,7,8
7490,TPCN2,MIR34A,8,8
7491,ANXA4,MIR34A,8,8
7492,AGO1,MIR34A,10,8
7493,EHD1,MIR34A,8,8
7494,LEF1,MIR34A,7,8
7495,KMT2D,MIR34A,9,8
7496,TM9SF3,MIR34A,9,8
7497,SYNGR2,MIR34A,9,8
7498,UCK2,MIR34A,10,8
7499,FAM208A,MIR34A,18,8
7500,KDSR,MIR34A,14,8
7501,CDKN2AIP,MIR34A,8,8
7502,UBL4A,MIR34A,8,8
7503,SH3GLB1,MIR34A,13,8
7504,CHERP,MIR34A,8,8
7505,FAM46A,MIR34A,9,8
7506,ECD,MIR34A,8,8
7507,MCM10,MIR34A,8,8
7508,ERLIN1,MIR34A,8,8
7509,MOAP1,MIR34A,10,8
7510,RAE1,MIR34A,8,8
7511,ZDHHC16,MIR34A,8,8
7512,MAGEA6,MIR34A,8,8
7513,STRAP,MIR34A,8,8
7514,FAM3C,MIR34A,4,8
7515,DYRK3,MIR34A,17,8
7516,TXNIP,MIR34A,4,8
7517,USP47,MIR34A,11,8
7518,CORO1B,MIR34A,8,8
7519,MYB,MIR34A,7,8
7520,ZEB2,MIR34A,19,8
7521,MKI67,MIR34A,13,8
7522,STAG2,MIR34A,5,8
7523,MCM5,MIR34A,8,8
7524,GFPT1,MIR34A,8,8
7525,PRIM1,MIR34A,8,8
7526,LDHA,MIR34A,18,8
7527,LIN7C,MIR34A,6,8
7528,MAP2K1,MIR34A,8,8
7529,L1CAM,MIR34A,13,8
7530,CALD1,MIR34A,8,8
7531,UBE2V1,MIR34A,6,8
7532,UBE2S,MIR34A,21,8
7533,DDX19B,MIR34A,15,8
7534,WDR77,MIR34A,18,8
7535,NNT,MIR34A,8,8
7536,RDH11,MIR34A,11,8
7537,GRB2,MIR34A,8,8
7538,GDE1,MIR34A,15,8
7539,HUWE1,MIR34A,5,8
7540,NDRG1,MIR34A,7,8
7541,OPA1,MIR34A,8,8
7542,VPS45,MIR34A,8,8
7543,D2HGDH,MIR34A,8,8
7544,PWP2,MIR34A,8,8
7545,BCLAF1,MIR34A,8,8
7546,KBTBD6,MIR34A,2,8
7547,KCTD5,MIR34A,8,8
7548,HDLBP,MIR34A,8,8
7549,RPIA,MIR34A,8,8
7550,COPZ1,MIR34A,8,8
7551,BMPR1A,MIR34A,10,8
7552,MRPL41,MIR34A,8,8
7553,TOMM40,MIR34A,8,8
7554,TGM2,MIR34A,8,8
7555,FOXN3,MIR34A,18,8
7556,KIF11,MIR34A,2,8
7557,PTMS,MIR34A,8,8
7558,SHMT1,MIR34A,18,8
7559,MAP3K7,MIR34A,8,8
7560,DDX10,MIR34A,8,8
7561,CMPK1,MIR34A,4,8
7562,SOCS4,MIR34A,11,8
7563,CBX3,MIR34A,4,8
7564,KANSL2,MIR34A,8,8
7565,SMARCC1,MIR34A,13,8
7566,ADARB1,MIR34A,16,8
7567,INTS10,MIR34A,8,8
7568,SMAD4,MIR34A,7,8
7569,HIST3H2A,MIR34A,8,8
7570,URM1,MIR34A,8,8
7571,POP1,MIR34A,8,8
7572,BAZ2A,MIR34A,5,8
7573,AHNAK,MIR34A,8,8
7574,PCBP2,MIR34A,8,8
7575,BCL2,MIR34A,7,8
7576,DDX56,MIR34A,8,8
7577,GANAB,MIR34A,13,8
7578,APEH,MIR34A,8,8
7579,RBM12,MIR34A,8,8
7580,AP2A2,MIR34A,8,8
7581,UBAP2,MIR34A,8,8
7582,CTTN,MIR34A,15,8
7583,NAMPT,MIR34A,7,8
7584,IGSF3,MIR34A,8,8
7585,MDM4,MIR34A,9,8
7586,H1FX,MIR34A,8,8
7587,HNRNPAB,MIR34A,8,8
7588,KTN1,MIR34A,8,8
7589,C18orf32,MIR34A,6,8
7590,BAG6,MIR34A,8,8
7591,UBA2,MIR34A,8,8
7592,DCTN5,MIR34A,4,8
7593,GYG1,MIR34A,4,8
7594,CAPG,MIR34A,8,8
7595,TRAIP,MIR34A,8,8
7596,CAPN1,MIR34A,8,8
7597,CSE1L,MIR34A,8,8
7598,MED15,MIR34A,8,8
7599,CALU,MIR34A,18,8
7600,PEG10,MIR34A,2,8
7601,ATXN2L,MIR34A,8,8
7602,SLC4A7,MIR34A,2,8
7603,CPT2,MIR34A,8,8
7604,NELFCD,MIR34A,8,8
7605,SAP18,MIR34A,8,8
7606,SON,MIR34A,20,8
7607,MTMR2,MIR34A,8,8
7608,EXT2,MIR34A,8,8
7609,ARL6IP1,MIR34A,17,8
7610,ZC3H4,MIR34A,8,8
7611,PROSC,MIR34A,8,8
7612,NT5C2,MIR34A,6,8
7613,IGF2BP3,MIR34A,8,8
7614,YY1,MIR34A,7,8
7615,SGPP1,MIR34A,8,8
7616,CDKN2C,MIR34A,7,8
7617,CLTB,MIR34A,8,8
7618,MET,MIR34A,7,8
7619,RPS7,MIR34A,4,8
7620,TGFBR2,MIR34A,7,8
7621,UHRF1,MIR34A,8,8
7622,JAG1,MIR34A,6,8
7623,PPP1R10,MIR34A,15,8
7624,NSUN5,MIR34A,8,8
7625,HNRNPUL1,MIR34A,8,8
7626,MFN2,MIR34A,8,8
7627,CAD,MIR34A,7,8
7628,TPM1,MIR34A,11,8
7629,MAGEA12,MIR34A,8,8
7630,SFN,MIR34A,8,8
7631,IMPDH2,MIR34A,7,8
7632,TP53,MIR34A,7,8
7633,VPS37B,MIR34A,16,8
7634,CDC25C,MIR34A,7,8
7635,ATP13A3,MIR34A,5,8
7636,HDAC1,MIR34A,7,8
7637,SORT1,MIR34A,8,8
7638,PNPLA6,MIR34A,6,8
7639,MRE11A,MIR34A,8,8
7640,CCT3,MIR34A,8,8
7641,JARID2,MIR34A,4,8
7642,MAGEA3,MIR34A,8,8
