,source_name,target_name,source_cmt,target_cmt
6124,PKM,MIR221,17,17
6125,UQCR10,MIR221,17,17
6126,BNIP3L,MIR221,2,17
6127,KIF16B,MIR221,17,17
6128,RPL27A,MIR221,4,17
6129,ALG14,MIR221,10,17
6130,YWHAB,MIR221,16,17
6131,PTEN,MIR221,14,17
6132,TMED7,MIR221,17,17
6133,DHX15,MIR221,17,17
6134,MAP3K2,MIR221,11,17
6135,MAT2A,MIR221,7,17
6136,ARIH2,MIR221,17,17
6137,MKI67,MIR221,13,17
6138,OBFC1,MIR221,17,17
6139,CENPT,MIR221,17,17
6140,ARL6IP1,MIR221,17,17
6141,PEX1,MIR221,17,17
6142,PRNP,MIR221,17,17
6143,PEX19,MIR221,4,17
6144,RAB1A,MIR221,15,17
6145,MFN2,MIR221,8,17
6146,MBD2,MIR221,17,17
6147,TSPAN13,MIR221,17,17
6148,RPS7,MIR221,4,17
6149,CDKN1C,MIR221,17,17
6150,MIEN1,MIR221,17,17
6151,DDIT4,MIR221,19,17
6152,C5orf51,MIR221,17,17
6153,PABPC1,MIR221,5,17
6154,EVL,MIR221,17,17
6155,SSX2IP,MIR221,17,17
6156,PRR13,MIR221,17,17
6157,RBM33,MIR221,8,17
6158,PAK1,MIR221,17,17
6159,SNX4,MIR221,17,17
6160,CDKN1B,MIR221,7,17
6161,TSC22D2,MIR221,18,17
6162,ANXA1,MIR221,7,17
6163,LDHB,MIR221,17,17
6164,SBNO1,MIR221,17,17
6165,UTP14A,MIR221,8,17
6166,CCDC71L,MIR221,2,17
6167,BNIP3,MIR221,1,17
6168,UBE2N,MIR221,17,17
6169,AGAP1,MIR221,11,17
6170,TCEAL1,MIR221,17,17
6171,ASXL2,MIR221,13,17
6172,UBC,MIR221,7,17
6173,NFYC,MIR221,7,17
6174,KLHL8,MIR221,17,17
6175,ZNF749,MIR221,21,17
6176,TIAM1,MIR221,14,17
6177,MGMT,MIR221,17,17
6178,TMEM2,MIR221,17,17
6179,CDC27,MIR221,17,17
6180,TICAM1,MIR221,17,17
6181,UFM1,MIR221,17,17
6182,TOB2,MIR221,17,17
6183,LPP,MIR221,17,17
6184,ERO1L,MIR221,18,17
6185,PEG10,MIR221,2,17
6186,RPS24,MIR221,20,17
6187,GPR107,MIR221,13,17
6188,BBC3,MIR221,7,17
6189,MTSS1L,MIR221,19,17
6190,LIMS1,MIR221,13,17
6191,HOXC10,MIR221,17,17
6192,SAPCD2,MIR221,17,17
6193,TBK1,MIR221,19,17
6194,RBM39,MIR221,17,17
6195,CNRIP1,MIR221,17,17
6196,DNAJC10,MIR221,11,17
6197,WDR61,MIR221,17,17
6198,CCT3,MIR221,8,17
6199,USP18,MIR221,17,17
6200,RPLP0,MIR221,2,17
6201,FSCN1,MIR221,13,17
6202,RAD18,MIR221,17,17
6203,CERS2,MIR221,17,17
6204,GATAD2B,MIR221,10,17
6205,NT5DC2,MIR221,17,17
6206,HECTD1,MIR221,18,17
6207,C1orf43,MIR221,17,17
6208,RAB5C,MIR221,15,17
6209,SLC25A36,MIR221,17,17
6210,TIMP3,MIR221,17,17
6211,MTMR3,MIR221,5,17
6212,YY1,MIR221,7,17
6213,PAFAH1B2,MIR221,17,17
6214,AMMECR1L,MIR221,11,17
6215,GTF3C6,MIR221,17,17
6216,APAF1,MIR221,7,17
6217,TOMM40,MIR221,8,17
6218,EIF2AK1,MIR221,17,17
6219,CKAP2L,MIR221,4,17
6220,VPS53,MIR221,17,17
6221,NDUFAF3,MIR221,17,17
6222,KHSRP,MIR221,16,17
6223,CLIC1,MIR221,10,17
6224,ARNT,MIR221,7,17
6225,AKT3,MIR221,17,17
6226,ATP2A2,MIR221,10,17
6227,RHOA,MIR221,7,17
6228,CPSF6,MIR221,17,17
6229,ANKRD28,MIR221,11,17
6230,BRD1,MIR221,17,17
6231,STMN1,MIR221,17,17
6232,ERC1,MIR221,6,17
6233,RBM6,MIR221,17,17
6234,CTCF,MIR221,7,17
6235,HMBOX1,MIR221,17,17
6236,FMR1,MIR221,11,17
6237,AMOT,MIR221,14,17
6238,USP28,MIR221,10,17
6239,BAK1,MIR221,7,17
6240,ANKRD49,MIR221,17,17
6241,TRIM28,MIR221,21,17
6242,BRMS1,MIR221,17,17
6243,SF3B3,MIR221,17,17
6244,NDUFS1,MIR221,17,17
6245,SAMD8,MIR221,14,17
6246,LAMTOR5,MIR221,17,17
6247,POLG,MIR221,17,17
6248,PPP6C,MIR221,17,17
6249,ID2,MIR222,7,17
6250,YY1AP1,MIR222,17,17
6251,UBXN2B,MIR222,2,17
6252,DERL2,MIR222,17,17
6253,DERA,MIR222,17,17
6254,TP53BP2,MIR222,11,17
6255,MDM2,MIR222,7,17
6256,KPNB1,MIR222,2,17
6257,MDH2,MIR222,3,17
6258,IKBIP,MIR222,1,17
6259,FBXW2,MIR222,21,17
6260,CCNL2,MIR222,17,17
6261,TLE3,MIR222,8,17
6262,SRRT,MIR222,17,17
6263,MCM7,MIR222,8,17
6264,BCL2L11,MIR222,7,17
6265,FXN,MIR222,16,17
6266,APP,MIR222,7,17
6267,MARS,MIR222,17,17
6268,PAFAH1B2,MIR222,17,17
6269,SLC25A36,MIR222,17,17
6270,CCDC86,MIR222,2,17
6271,ZNF384,MIR222,16,17
6272,TLN1,MIR222,10,17
6273,TMEM18,MIR222,16,17
6274,COG5,MIR222,17,17
6275,PCNA,MIR222,7,17
6276,EXOC8,MIR222,17,17
6277,NCAPD2,MIR222,1,17
6278,DCAF7,MIR222,4,17
6279,MYC,MIR222,7,17
6280,PLXNB2,MIR222,17,17
6281,CBX2,MIR222,13,17
6282,HERC4,MIR222,1,17
6283,MAP1B,MIR222,10,17
6284,PNRC1,MIR222,7,17
6285,PGPEP1,MIR222,17,17
6286,NARS,MIR222,18,17
6287,FBXO21,MIR222,17,17
6288,OBFC1,MIR222,17,17
6289,COIL,MIR222,17,17
6290,TEX10,MIR222,17,17
6291,SNX4,MIR222,17,17
6292,CSAG1,MIR222,17,17
6293,PHAX,MIR222,6,17
6294,RPS17,MIR222,16,17
6295,CIAPIN1,MIR222,17,17
6296,MGAT4B,MIR222,17,17
6297,UBE2N,MIR222,17,17
6298,GGA3,MIR222,6,17
6299,MMP1,MIR222,7,17
6300,DBNL,MIR222,17,17
6301,UBR7,MIR222,17,17
6302,SRRM2,MIR222,4,17
6303,CASC3,MIR222,5,17
6304,SCARB2,MIR222,14,17
6305,CAPRIN1,MIR222,11,17
6306,AHSA1,MIR222,6,17
6307,PIGQ,MIR222,6,17
6308,ITGA5,MIR222,7,17
6309,VGLL4,MIR222,18,17
6310,NGRN,MIR222,19,17
6311,RNF4,MIR222,17,17
6312,TMUB1,MIR222,10,17
6313,CCDC59,MIR222,16,17
6314,EEF2,MIR222,9,17
6315,AP1B1,MIR222,17,17
6316,ZEB2,MIR222,19,17
6317,DICER1,MIR222,17,17
6318,UBA1,MIR222,11,17
6319,C18orf25,MIR222,17,17
6320,GRB10,MIR222,17,17
6321,TANGO6,MIR222,3,17
6322,PNRC2,MIR222,17,17
6323,PBX2,MIR222,17,17
6324,RPS2,MIR222,8,17
6325,C12orf65,MIR222,17,17
6326,NCKAP5L,MIR222,17,17
6327,PRDX4,MIR222,17,17
6328,PACS2,MIR222,21,17
6329,GCN1L1,MIR222,17,17
6330,BBC3,MIR222,7,17
6331,IRAK1,MIR222,11,17
6332,KIF4A,MIR222,8,17
6333,PHRF1,MIR222,17,17
6334,OIP5,MIR222,17,17
6335,FLNA,MIR222,17,17
6336,JTB,MIR222,17,17
6337,GDI2,MIR222,17,17
6338,KPNA2,MIR222,17,17
6339,DPP8,MIR222,3,17
6340,BAG6,MIR222,8,17
6341,HLA-B,MIR222,16,17
6342,OSBPL10,MIR222,17,17
6343,NFS1,MIR222,17,17
6344,KITLG,MIR222,13,17
6345,SETD1B,MIR222,10,17
6346,PKM,MIR222,17,17
6347,RNF215,MIR222,17,17
6348,SDHA,MIR222,17,17
6349,EFHD2,MIR222,16,17
6350,11-Sep,MIR222,19,17
6351,ACTB,MIR222,7,17
6352,PAIP2,MIR222,17,17
6353,XPO6,MIR222,4,17
6354,BRWD1,MIR222,17,17
6355,RABL6,MIR222,17,17
6356,SRSF2,MIR222,17,17
6357,IPO5,MIR222,5,17
6358,TGFA,MIR222,7,17
6359,VANGL1,MIR222,17,17
6360,ZFYVE16,MIR222,11,17
6361,SLFN11,MIR222,17,17
6362,QKI,MIR222,6,17
6363,DDIT4,MIR222,19,17
6364,SART1,MIR222,17,17
6365,ZNF131,MIR222,13,17
6366,YLPM1,MIR222,17,17
6367,TCEAL1,MIR222,17,17
6368,TIMP3,MIR222,17,17
6369,CDK18,MIR222,17,17
6370,C11orf57,MIR222,16,17
6371,BPTF,MIR222,17,17
6372,NLE1,MIR222,17,17
6373,MCM3AP,MIR222,17,17
6374,KIF3B,MIR222,5,17
6375,ZBTB7A,MIR222,7,17
6376,SGPL1,MIR222,7,17
6377,HMBOX1,MIR222,17,17
6378,HDLBP,MIR222,8,17
6379,GTF3C5,MIR222,17,17
6380,ETNK1,MIR222,14,17
6381,FAM13B,MIR222,17,17
6382,SAPCD2,MIR222,17,17
6383,PPP2R1A,MIR222,17,17
6384,EXOSC10,MIR222,3,17
6385,LUC7L2,MIR222,16,17
6386,TAB2,MIR222,16,17
6387,CDKN1C,MIR222,17,17
6388,CHORDC1,MIR222,17,17
6389,PTEN,MIR222,14,17
6390,MEA1,MIR222,17,17
6391,OLA1,MIR222,19,17
6392,DYRK3,MIR222,17,17
6393,TIPARP,MIR222,17,17
6394,FBXL18,MIR222,17,17
6395,YWHAG,MIR222,15,17
6396,TMED7,MIR222,17,17
6397,HIPK2,MIR222,5,17
6398,ZNF770,MIR222,6,17
6399,HSD17B12,MIR222,14,17
6400,PTBP3,MIR222,17,17
6401,PEBP1,MIR222,7,17
6402,C5orf51,MIR222,17,17
6403,C7orf55-LUC7L2,MIR222,16,17
6404,GANAB,MIR222,13,17
6405,POMGNT1,MIR222,17,17
6406,CERS2,MIR222,17,17
6407,CDKN1B,MIR222,7,17
6408,TIMM50,MIR222,3,17
6409,TOM1,MIR222,15,17
6410,RNF10,MIR222,17,17
6411,NIN,MIR222,9,17
6412,PCBP2,MIR222,8,17
6413,STMN1,MIR222,17,17
6414,LYN,MIR222,17,17
6415,ILK,MIR222,7,17
6416,FOXK2,MIR222,16,17
6417,STAU1,MIR222,17,17
6418,SERPINH1,MIR222,13,17
6419,HDGF,MIR222,13,17
6420,EZR,MIR222,10,17
6421,ACACA,MIR222,17,17
6422,MTA2,MIR222,8,17
6423,WDR6,MIR222,17,17
6424,KMT2D,MIR222,9,17
6425,MIDN,MIR222,17,17
6426,LRP10,MIR222,13,17
6427,ZMYND11,MIR222,17,17
6428,KIT,MIR222,7,17
6429,AKT3,MIR222,17,17
6430,DAG1,MIR222,13,17
6431,PAN2,MIR222,13,17
6432,ZNF652,MIR222,17,17
6433,LGALS3BP,MIR222,20,17
6434,FAM35A,MIR222,17,17
6435,LYPLA1,MIR222,17,17
6436,RBM10,MIR222,17,17
6437,SON,MIR222,20,17
6438,TMEM245,MIR222,17,17
6439,SMARCA4,MIR222,11,17
6440,C19orf12,MIR222,17,17
6441,DDX6,MIR222,13,17
6442,EXOSC1,MIR222,17,17
6443,ATP11B,MIR222,11,17
6444,PDXDC1,MIR222,3,17
6445,NSUN5,MIR222,8,17
6446,SEC24C,MIR222,17,17
6447,VCP,MIR222,4,17
6448,DMWD,MIR222,17,17
6449,POM121,MIR222,17,17
6450,UBIAD1,MIR222,17,17
6451,TMEM2,MIR222,17,17
6452,FYTTD1,MIR222,2,17
6453,FAT1,MIR222,5,17
6454,SLC25A10,MIR222,17,17
6455,MAK16,MIR222,17,17
6456,SAP30L,MIR222,1,17
6457,RFC1,MIR222,17,17
6458,UCK2,MIR222,10,17
6459,RNPS1,MIR222,17,17
6460,DAXX,MIR222,7,17
6461,MEGF9,MIR222,11,17
6462,PARK7,MIR222,18,17
6463,MYLIP,MIR222,17,17
6464,IARS,MIR222,17,17
6465,ACTG1,MIR222,17,17
6466,CCDC47,MIR222,17,17
6467,FGF2,MIR222,7,17
6468,SSH2,MIR222,17,17
6469,SMC6,MIR222,17,17
6470,PPP6C,MIR222,17,17
6471,USP15,MIR222,17,17
6472,SKIV2L,MIR222,17,17
6473,ARL15,MIR222,16,17
6474,PIP5K1A,MIR222,18,17
6475,CANX,MIR222,17,17
6476,FPGS,MIR222,7,17
6477,BLOC1S6,MIR222,16,17
6478,ARL6IP1,MIR222,17,17
6479,PPP2R2A,MIR222,4,17
6480,HMGA1,MIR222,7,17
6481,EIF3I,MIR222,3,17
6482,EIF3B,MIR222,17,17
6483,HSPA14,MIR222,6,17
6484,EIF2S1,MIR222,11,17
6485,GOLIM4,MIR222,16,17
6486,SORT1,MIR222,8,17
6487,MTRF1L,MIR222,16,17
6488,RGMB,MIR222,16,17
6489,AAED1,MIR25,10,10
6490,GATAD2B,MIR25,10,10
6491,EIF4EBP1,MIR25,10,10
6492,SCAF4,MIR25,20,10
6493,SMAP2,MIR25,10,10
6494,BPTF,MIR25,17,10
6495,RNASEH2A,MIR25,10,10
6496,STAG1,MIR25,10,10
6497,DNLZ,MIR25,21,10
6498,WDR11,MIR25,1,10
6499,PELO,MIR25,17,10
6500,AGO1,MIR25,10,10
6501,TMUB1,MIR25,10,10
6502,RPS3A,MIR25,10,10
6503,PELP1,MIR25,10,10
6504,LETM1,MIR25,10,10
6505,FECH,MIR25,10,10
6506,ESRP1,MIR25,10,10
6507,UBE2Z,MIR25,10,10
6508,ZNF267,MIR25,10,10
6509,LHFPL2,MIR25,10,10
6510,PRMT5,MIR25,10,10
6511,NUCKS1,MIR25,10,10
6512,PEX5,MIR25,10,10
6513,CEP85,MIR25,10,10
6514,WDR81,MIR25,10,10
6515,ABCF2,MIR25,10,10
6516,GEMIN2,MIR25,10,10
6517,PLEKHA1,MIR25,10,10
6518,NOL12,MIR25,10,10
6519,DPH7,MIR25,10,10
6520,CNOT2,MIR25,10,10
6521,SUPT16H,MIR25,15,10
6522,PRR13,MIR25,17,10
6523,PGAM4,MIR25,10,10
6524,EDEM1,MIR25,10,10
6525,FNBP1,MIR25,9,10
6526,SPRED1,MIR25,4,10
6527,CCNE2,MIR25,19,10
6528,SMU1,MIR25,10,10
6529,CHCHD10,MIR25,10,10
6530,BTBD7,MIR25,10,10
6531,TUBB,MIR25,10,10
6532,NDNL2,MIR25,10,10
6533,PGRMC1,MIR25,20,10
6534,RNF44,MIR25,10,10
6535,IRGQ,MIR25,10,10
6536,SPRYD4,MIR25,10,10
6537,FUT11,MIR25,10,10
6538,BTG2,MIR25,13,10
6539,TLN1,MIR25,10,10
6540,TLN2,MIR25,10,10
6541,GTF2A1,MIR25,10,10
6542,PHB2,MIR25,3,10
6543,ACP1,MIR25,14,10
6544,NPM1,MIR25,10,10
6545,CTNNBL1,MIR25,10,10
6546,BZW1,MIR25,19,10
6547,MPP6,MIR25,10,10
6548,ACSS1,MIR25,8,10
6549,RAPGEF1,MIR25,18,10
6550,C11orf24,MIR25,10,10
6551,TVP23B,MIR25,10,10
6552,PSMB4,MIR25,10,10
6553,SNAP23,MIR25,8,10
6554,C2CD5,MIR25,4,10
6555,SZRD1,MIR25,10,10
6556,MYC,MIR25,7,10
6557,KCTD15,MIR25,13,10
6558,ORAI2,MIR25,14,10
6559,MDM4,MIR25,9,10
6560,G2E3,MIR25,10,10
6561,EP300,MIR25,7,10
6562,TXLNA,MIR25,10,10
6563,MAPKAPK5,MIR25,10,10
6564,PDXP,MIR25,10,10
6565,CDKN1C,MIR25,17,10
6566,PHTF1,MIR25,11,10
6567,CHRAC1,MIR25,1,10
6568,CHST12,MIR25,10,10
6569,TAF8,MIR25,10,10
6570,RPL26,MIR25,3,10
6571,SNTB2,MIR25,8,10
6572,SLC25A36,MIR25,17,10
6573,TMEM173,MIR25,10,10
6574,PTAR1,MIR25,10,10
6575,EXOC5,MIR25,10,10
6576,ATN1,MIR25,21,10
6577,SETD1B,MIR25,10,10
6578,KIF22,MIR25,19,10
6579,ZFP62,MIR25,10,10
6580,ATOX1,MIR25,10,10
6581,VPS35,MIR25,10,10
6582,CIC,MIR25,10,10
6583,RPL7A,MIR25,10,10
6584,DCTN1,MIR25,10,10
6585,ZNF24,MIR25,10,10
6586,ITM2B,MIR25,10,10
6587,REXO1,MIR25,10,10
6588,RPL9,MIR25,10,10
6589,CKAP4,MIR25,10,10
6590,MYLIP,MIR25,17,10
6591,CCSER2,MIR25,10,10
6592,EZH2,MIR25,19,10
6593,PTEN,MIR25,14,10
6594,DDX3X,MIR25,10,10
6595,HMBS,MIR25,10,10
6596,GALNT7,MIR25,10,10
6597,ATP2A2,MIR25,10,10
6598,PIP5K1C,MIR25,10,10
6599,RPS14,MIR25,10,10
6600,TMEM41A,MIR25,10,10
6601,GAPDH,MIR25,10,10
6602,EZR,MIR25,10,10
6603,CTDSPL,MIR25,10,10
6604,PLEKHA5,MIR25,1,10
6605,CLN8,MIR25,10,10
6606,ZNF134,MIR25,10,10
6607,RILPL1,MIR25,10,10
6608,YIPF4,MIR25,10,10
6609,SBNO2,MIR25,10,10
6610,WASL,MIR25,20,10
6611,CLTA,MIR25,10,10
6612,BCL2L11,MIR25,7,10
6613,MAP1B,MIR25,10,10
6614,EIF4EBP2,MIR25,10,10
6615,FAM129A,MIR25,10,10
6616,UBXN4,MIR25,10,10
6617,SYAP1,MIR25,16,10
6618,PTPRF,MIR25,17,10
6619,RPS28,MIR25,10,10
6620,KIF23,MIR25,7,10
6621,EIF5A2,MIR25,10,10
6622,SH2B3,MIR25,10,10
6623,MIDN,MIR25,17,10
6624,MAP2K4,MIR25,10,10
6625,CNOT11,MIR25,21,10
6626,PARL,MIR25,10,10
6627,RNF115,MIR25,16,10
6628,CNIH1,MIR25,10,10
6629,ZBTB8OS,MIR25,20,10
6630,CEP170B,MIR25,21,10
6631,RBFOX2,MIR25,10,10
6632,ZNF277,MIR25,10,10
6633,FMN1,MIR25,10,10
6634,BAK1,MIR25,7,10
6635,SPCS3,MIR25,10,10
6636,RNF4,MIR25,17,10
6637,BANP,MIR25,7,10
6638,ZADH2,MIR25,10,10
6639,SRRM2,MIR25,4,10
6640,PMEPA1,MIR25,10,10
6641,COPS3,MIR25,1,10
6642,RPSA,MIR25,20,10
6643,NARF,MIR25,10,10
6644,SRFBP1,MIR25,10,10
6645,HNRNPA1,MIR25,15,10
6646,ARHGAP1,MIR25,8,10
6647,DEAF1,MIR25,17,10
6648,PCMTD1,MIR25,10,10
6649,TUBB4B,MIR25,10,10
6650,MED16,MIR25,10,10
6651,HMGA2,MIR25,7,10
6652,ARF1,MIR25,10,10
6653,KIAA1109,MIR25,10,10
6654,FKBP1A,MIR25,10,10
6655,EMD,MIR25,10,10
6656,ALG14,MIR25,10,10
6657,OSMR,MIR25,10,10
6658,PPP1R37,MIR25,10,10
6659,TNPO2,MIR25,10,10
6660,SLC39A14,MIR25,10,10
6661,DNM1L,MIR25,10,10
6662,RPP25,MIR25,15,10
6663,GULP1,MIR25,10,10
6664,UBAP2L,MIR25,10,10
6665,NDE1,MIR25,10,10
6666,NHP2,MIR25,10,10
6667,UCK2,MIR25,10,10
6668,OTUD7B,MIR25,10,10
6669,YBX1,MIR25,7,10
6670,TOB1,MIR25,10,10
6671,NFIC,MIR25,7,10
6672,KATNB1,MIR25,10,10
6673,OPA3,MIR25,10,10
6674,SLC4A7,MIR25,2,10
6675,SLC25A32,MIR25,10,10
6676,ARHGAP17,MIR25,20,10
6677,RPS2,MIR25,8,10
6678,NFYB,MIR25,7,10
6679,CLIC1,MIR25,10,10
6680,LATS2,MIR25,4,10
6681,ERGIC2,MIR25,10,10
6682,DHX9,MIR25,21,10
6683,ZDHHC5,MIR25,10,10
6684,DDIT4,MIR25,19,10
6685,HSPA1B,MIR25,10,10
6686,PDZD8,MIR25,10,10
6687,ZDHHC8,MIR25,10,10
6688,PRKAR1A,MIR25,2,10
6689,VPS4B,MIR25,10,10
6690,SKI,MIR25,10,10
6691,TRUB2,MIR25,21,10
6692,ARPC5L,MIR25,10,10
6693,INCENP,MIR25,5,10
6694,ZFYVE21,MIR25,10,10
6695,ZFC3H1,MIR25,10,10
6696,TCEAL1,MIR25,17,10
6697,MED29,MIR25,10,10
6698,TOR1B,MIR25,10,10
6699,TIAL1,MIR25,2,10
6700,BAZ2B,MIR25,10,10
6701,INSIG1,MIR25,13,10
6702,SLC7A11,MIR25,10,10
6703,METTL14,MIR25,21,10
6704,DDX23,MIR25,10,10
6705,SRPR,MIR25,10,10
6706,FNDC3B,MIR25,10,10
6707,MLEC,MIR25,16,10
6708,GM2A,MIR25,10,10
6709,MICAL2,MIR25,19,10
6710,ERBB2,MIR25,7,10
6711,CDC5L,MIR25,10,10
6712,CNOT4,MIR25,10,10
6713,GNS,MIR25,5,10
6714,KIAA1586,MIR25,10,10
6715,MBD1,MIR25,8,10
6716,PRRC2B,MIR25,10,10
6717,FGF2,MIR25,7,10
6718,EMILIN2,MIR25,20,10
6719,GPBP1L1,MIR25,10,10
6720,MDM2,MIR25,7,10
6721,RBBP8,MIR25,10,10
6722,SSRP1,MIR25,3,10
6723,UBR1,MIR25,10,10
6724,NDUFAF3,MIR25,17,10
6725,RAB11B,MIR25,21,10
6726,BMPR1A,MIR25,10,10
6727,C1orf35,MIR25,10,10
6728,HSP90B1,MIR25,10,10
6729,CPEB4,MIR25,18,10
6730,DDI2,MIR25,10,10
6731,VMA21,MIR25,10,10
6732,GOLGA8A,MIR25,10,10
6733,MEN1,MIR25,10,10
6734,C5orf24,MIR25,10,10
6735,PMAIP1,MIR29A,7,13
6736,RPS6KA3,MIR29A,9,13
6737,CDC23,MIR29A,13,13
6738,DYNLT1,MIR29A,13,13
6739,DNMT1,MIR29A,13,13
6740,ELMSAN1,MIR29A,13,13
6741,KLHDC3,MIR29A,13,13
6742,STK17A,MIR29A,13,13
6743,WBSCR16,MIR29A,13,13
6744,OTUD4,MIR29A,13,13
6745,NEDD9,MIR29A,13,13
6746,MCL1,MIR29A,7,13
6747,CDK2,MIR29A,7,13
6748,PAN2,MIR29A,13,13
6749,RAP2C,MIR29B2,19,13
6750,FZR1,MIR29B2,13,13
6751,GSK3B,MIR29B2,20,13
6752,VEGFA,MIR29B2,7,13
6753,NACC2,MIR29B2,2,13
6754,CENPM,MIR29B2,13,13
6755,COL4A2,MIR29B2,13,13
6756,SCAF8,MIR29B2,13,13
6757,SRSF2,MIR29B2,17,13
6758,LOXL4,MIR29B2,7,13
6759,RNMTL1,MIR29B2,13,13
6760,DLC1,MIR29B2,18,13
6761,BBX,MIR29B2,9,13
6762,ZNF507,MIR29B2,4,13
6763,SMARCC1,MIR29B2,13,13
6764,ADCY9,MIR29B2,13,13
6765,PIGS,MIR29B2,13,13
6766,CCSAP,MIR29B2,18,13
6767,RPS27,MIR29B2,13,13
6768,MRPS35,MIR29B2,13,13
6769,BBC3,MIR29B2,7,13
6770,FCGR2A,MIR29B2,13,13
6771,TMED7,MIR29B2,17,13
6772,CCNT2,MIR29B2,13,13
6773,ZNF286A,MIR29B2,13,13
6774,KLHDC3,MIR29B2,13,13
6775,PTEN,MIR29B2,14,13
6776,LOXL2,MIR29B2,13,13
6777,ZNF83,MIR29B2,5,13
6778,HP1BP3,MIR29B2,13,13
6779,DNAJC30,MIR29B2,13,13
6780,TPD52L2,MIR29B2,13,13
6781,MGAT5,MIR29B2,5,13
6782,STX16,MIR29B2,19,13
6783,DNMT1,MIR29B2,13,13
6784,FSCN1,MIR29B2,13,13
6785,DDX6,MIR29B2,13,13
6786,PIGN,MIR29B2,13,13
6787,LRP10,MIR29B2,13,13
6788,TGFB3,MIR29B2,13,13
6789,NEDD9,MIR29B2,13,13
6790,EMP1,MIR29B2,13,13
6791,IFRD1,MIR29B2,13,13
6792,NAA40,MIR29B2,13,13
6793,POGK,MIR29B2,13,13
6794,PRKAA1,MIR29B2,19,13
6795,MCL1,MIR29B2,7,13
6796,ELMSAN1,MIR29B2,13,13
6797,ASXL2,MIR29B2,13,13
6798,SLC35B3,MIR29B2,9,13
6799,RSL24D1,MIR29B2,13,13
6800,NCOA3,MIR29B2,6,13
6801,C21orf91,MIR29B2,13,13
6802,SGK1,MIR29B2,13,13
6803,DNMT3A,MIR29B2,13,13
6804,GAPDH,MIR29B2,10,13
6805,LIMA1,MIR29B2,13,13
6806,METTL8,MIR29B2,13,13
6807,GRN,MIR29B2,9,13
6808,B4GALT5,MIR29B2,14,13
6809,DYNLL1,MIR29B2,13,13
6810,C11orf24,MIR29B2,10,13
6811,MMP2,MIR29B2,7,13
6812,TRIM38,MIR29B2,13,13
6813,INSIG1,MIR29B2,13,13
6814,KITLG,MIR29B2,13,13
6815,TGFB1,MIR29B2,7,13
6816,OTUD4,MIR29B2,13,13
6817,ALKBH5,MIR29B2,13,13
6818,CDK13,MIR29B2,2,13
6819,SLC7A5,MIR29B2,14,13
6820,DYNLT1,MIR29B2,13,13
6821,SFPQ,MIR29B2,20,13
6822,SLC16A1,MIR29B2,7,13
6823,BACE1,MIR29B2,7,13
6824,ZNF131,MIR29B2,13,13
6825,CDC23,MIR29B2,13,13
6826,S100B,MIR29B2,13,13
6827,NREP,MIR29B2,13,13
6828,IFNAR2,MIR30D,4,2
6829,TMED2,MIR30D,2,2
6830,DSTYK,MIR30D,2,2
6831,LPCAT1,MIR30D,14,2
6832,B4GALT5,MIR30D,14,2
6833,B4GALT1,MIR30D,2,2
6834,RREB1,MIR30D,19,2
6835,SEMA6A,MIR30D,2,2
6836,EOGT,MIR30D,9,2
6837,IER3IP1,MIR30D,2,2
6838,AGO2,MIR30D,17,2
6839,WDFY2,MIR30D,2,2
6840,SMCR8,MIR30D,2,2
6841,NACC2,MIR30D,2,2
6842,PHF13,MIR30D,2,2
6843,VAPA,MIR30D,2,2
6844,GTF2E2,MIR30D,2,2
6845,EML4,MIR30D,2,2
6846,SELT,MIR30D,2,2
6847,SLC35C1,MIR30D,2,2
6848,DYNLT3,MIR30D,2,2
6849,MED28,MIR30D,2,2
6850,ADAM9,MIR30D,2,2
6851,FXN,MIR30D,16,2
6852,CARS2,MIR30D,2,2
6853,TNRC6A,MIR30D,16,2
6854,ENTPD4,MIR30D,2,2
6855,ZBTB4,MIR30D,5,2
6856,REXO1,MIR30D,10,2
6857,GIGYF1,MIR30D,10,2
6858,MTHFD2,MIR30D,6,2
6859,SH3TC2,MIR30D,2,2
6860,NPTN,MIR30D,6,2
6861,RRM2,MIR30D,2,2
6862,PLSCR1,MIR30D,2,2
6863,AZIN1,MIR30D,2,2
6864,IL10,MIR30D,7,2
6865,DROSHA,MIR30D,16,2
6866,POLR3H,MIR30D,2,2
6867,CFDP1,MIR30D,2,2
6868,LMNB1,MIR30D,19,2
6869,NBPF10,MIR30D,2,2
6870,RAP1B,MIR30D,18,2
6871,NUPL2,MIR30D,2,2
6872,UBXN4,MIR30D,10,2
6873,FBXO45,MIR30D,2,2
6874,CBX2,MIR30D,13,2
6875,PLXNA1,MIR30D,2,2
6876,YWHAH,MIR30D,14,2
6877,LUC7L2,MIR30D,16,2
6878,MIB1,MIR30D,2,2
6879,PSMD7,MIR30D,15,2
6880,IER5,MIR30D,2,2
6881,HLA-B,MIR30D,16,2
6882,PRKAR1A,MIR30D,2,2
6883,NIN,MIR30D,9,2
6884,CDKN1B,MIR30D,7,2
6885,AKIRIN1,MIR30D,2,2
6886,FAM8A1,MIR30D,2,2
6887,NBPF14,MIR30D,2,2
6888,HABP4,MIR30D,2,2
6889,MYC,MIR30D,7,2
6890,KREMEN1,MIR30D,2,2
6891,LSM14A,MIR30D,2,2
6892,PTAR1,MIR30D,10,2
6893,FANCL,MIR30D,2,2
