UACC62_vitro_vehicle_rep1	UACC62_vitro_vehicle_rep2	UACC62_vitro_vem_48h_rep1	UACC62_vitro_vem_48h_rep2
AGPAT4-IT1	0.924100205070179	3.09329217872453	2.07055316699705	4.9953784224731
AGPAT5	1287.27158566276	1263.09430631251	745.399140118939	800.25962328019
AGPAT6	2839.75993018066	2835.51783049748	11127.1527194422	10873.9397500394
AGPAT9	223.632249626983	238.183497761788	104.562934933351	123.885384877333
AGPHD1	43.4327096382984	45.3682852879597	94.2101690983659	105.90202255643
AGPS	1292.81618689318	1285.77844895649	1194.7091773573	1323.77528195537
AGR2	0.924100205070179	0	0	0
AGR3	0	0	0	0
AGRN	4447.69428700277	4436.81208168388	4624.58049848792	4612.73243531166
AGRP	0	0	0	1.99815136898924
AGSK1	0	0	0	0
AGT	0	7.21768175035723	23.8113614204661	33.9685732728171
AGTPBP1	153.40063404165	195.908504652553	182.208678695741	186.827153000494
AGTR1	0.924100205070179	3.09329217872453	11.3880424184838	11.9889082139354
AGTR2	0	0	0	0.999075684494619
AGTRAP	403.831789615668	430.998710235617	672.929779274042	486.54985834888
AGXT	0	1.03109739290818	3.10582975049558	0.999075684494619
AGXT2	0	0	0	0
AGXT2L1	0.924100205070179	2.06219478581635	1.03527658349853	0.999075684494619
AGXT2L2	178.351339578545	150.540219364594	175.99701919475	196.81790984544
AHCTF1	1188.39286372025	1113.58518434083	522.814674666756	607.438016172729
AHCY	6849.43071998017	6861.95314980391	4317.10335318886	3948.34710512274
AHCYL1	3126.23099375242	3094.32327611743	2389.4183547146	2851.36200354764
AHCYL2	570.1698265283	603.191974851282	1397.62338772301	1726.4027828067
AHDC1	499.938210942967	537.201741705159	497.968036662791	597.447259327782
AHI1	285.546963366685	282.52068565684	227.760848369676	293.728251241418
AHNAK	10570.7822457978	10637.8318026336	18111.1285517232	28494.637597471
AHNAK2	584.955429809423	578.445637421486	902.761180810715	1232.85939466636
AHR	4310.92745665238	4503.83341222291	1135.69841209788	1594.52479245341
AHRR	878.81929502174	893.961439651388	1462.84581248342	1708.4194204858
AHSA1	2020.08304828341	1941.55639084609	1411.08198330849	1209.88065392298
AHSA2	410.300491051159	429.967612842709	623.236503266113	487.548934033374
AHSG	1.84820041014036	1.03109739290818	2.07055316699705	1.99815136898924
AHSP	0	0	0	0
AICDA	0	0	0	0
AIDA	287.395163776826	287.676172621381	158.397317275275	165.846563626107
AIF1	0	0	0	0
AIF1L	515.64791442916	562.979176527864	1015.60632841205	1040.0377875589
AIFM1	1487.80133016299	1466.22049271542	2164.76333609542	1888.25304369483
AIFM2	299.408466442738	321.702386587351	747.469693285936	623.423227124642
AIFM3	0	0	3.10582975049558	0
AIG1	167.262137117702	162.913388079492	255.713316124136	230.786483118257
AIM1	478.683906226353	508.33101470373	85.9279564303777	88.9177359200211
AIM1L	0	2.06219478581635	0	0
AIM2	0.924100205070179	4.1243895716327	0	0
AIMP1	872.350593586249	914.583387509551	631.518715934101	557.484231947998
AIMP2	1012.81382475692	993.977886763481	751.61079961993	611.434318910707
AIP	633.008640473073	606.285267030007	799.233522460863	687.364070932298
AIPL1	0	0	0	0
AIRE	0	0	1.03527658349853	0
AJAP1	0	0	0	0
AJUBA	487.924908277054	465.024924201587	630.483439350603	691.360373670277
AK1	424.161994127212	424.812125878168	1194.7091773573	940.130219109437
AK2	2759.36321233955	2678.79102677544	1809.66346795542	1620.50076025027
AK3	1349.18629940246	1494.06012232395	2488.80490673046	2561.6300550442
AK4	1582.98365128522	1565.20584243461	560.084631672703	645.402892183524
AK5	25.874805741965	25.7774348227044	22.7760848369676	20.980589374387
AK7	29.5712065622457	31.9640191801534	53.8343823419234	58.9454653851825
AK8	31.4194069723861	36.0884087517861	43.4816165069381	35.9667246418063
AKAP1	631.160440062932	641.342578388885	491.7563771618	569.473140161933
AKAP10	565.54932550295	633.093799245619	477.262504992821	557.484231947998
AKAP11	901.921800148495	891.899244865571	1570.51457716726	2128.03120797354
AKAP12	2669.72549244775	2638.57822845202	6900.11842901768	9379.32252603549
AKAP13	633.008640473073	586.694416564752	536.273270252237	786.272563697265
AKAP14	0	0	0	0
AKAP17A	0	0	0	0
AKAP2	0.924100205070179	0	1.03527658349853	0
AKAP3	12.0133026659123	16.4975582865308	47.6227228409322	43.9593301177633
AKAP4	0	0	0	0
AKAP5	14.7856032811229	10.3109739290818	4.14110633399411	8.99168116045157
AKAP6	5408.75850027576	5633.91615485027	715.376119197482	963.108959852813
AKAP7	97.954621737439	83.5188888255622	154.25621094128	111.896476663397
AKAP8	372.412382643282	361.915184910769	388.228718811947	365.661700525031
AKAP8L	1045.15733193437	1079.55897037486	1440.06972764645	1218.87233508344
AKAP9	721.72226015981	692.897448034294	1007.32411574407	1433.67360724978
AKD1	19.4061043064738	22.6841426439799	56.940212092419	50.9528599092256
AKIP1	319.738670954282	315.515802229902	262.960252208626	257.761526599612
AKIRIN1	1534.93044062157	1486.84244057359	1422.47002572698	1516.59688906283
AKIRIN2	445.416298843826	440.278586771791	1360.35343071706	1284.81133026008
AKIRIN2-AS1	72.079815995474	70.1146227177559	143.903445106295	169.842866364085
AKNA	37.8881084078773	36.0884087517861	17.599701919475	30.9713462193332
AKNAD1	5.54460123042107	8.2487791432654	11.3880424184838	9.99075684494619
AKR1A1	673.66904949616	724.861467214447	652.224247604072	517.521204568213
AKR1B1	2198.43438786196	2114.78075285467	1943.21414722673	1661.46286331455
AKR1B10	11.0892024608421	14.4353635007145	11.3880424184838	13.9870595829247
AKR1B15	0.924100205070179	1.03109739290818	1.03527658349853	0
AKR1C1	61.914713739702	56.7103566099496	70.3988076778998	67.9371465456341
AKR1C2	40.6604090230879	56.7103566099496	72.4693608448969	53.9500869627094
AKR1C3	228.252750652334	253.649958655411	516.603015165765	531.508264151137
AKR1C4	0	0	0	0
AKR1CL1	0	0	0	0
AKR1D1	0	0	0	1.99815136898924
AKR1E2	98.8787219425091	86.6121810042867	75.5751905953924	95.9112657114835
AKR7A2	944.430409581723	854.779738720877	830.291819965818	699.352979146233
AKR7A2P1	1.84820041014036	1.03109739290818	1.03527658349853	1.99815136898924
AKR7A3	2.77230061521054	4.1243895716327	6.21165950099116	3.99630273797848
AKR7L	6.46870143549125	7.21768175035723	5.17638291749263	6.99352979146234
AKT1	3469.07216983345	3369.62628002392	3496.12902247452	3364.88690537788
AKT1S1	1180.07596187462	1125.95835305573	951.419180235146	755.301217477932
AKT2	2361.07602395431	2250.88560871855	1246.47300653223	1244.8483028803
AKT3	1699.42027712406	1658.00460779635	1351.03594146558	1646.47672804713
AKTIP	124.753527684474	136.104855863879	200.843657198714	165.846563626107
ALAD	966.608814503407	942.423017118072	1857.28619079636	1972.17540119238
ALAS1	1017.43432578227	1022.84861376491	945.207520734155	1021.0553495535
ALAS2	0	0	0	0
ALB	0	0	0	0
ALCAM	650.566544369406	642.373675781793	1469.05747198441	1660.46378763006
ALDH16A1	450.960900074247	460.900534629954	378.911229560461	361.665397787052
ALDH18A1	1314.07049160979	1289.90283852813	682.247268525529	709.34373599118
ALDH1A1	370.564182233142	378.4127431973	23.8113614204661	22.9787407433762
ALDH1A2	4.62050102535089	2.06219478581635	2.07055316699705	1.99815136898924
ALDH1A3	40.6604090230879	45.3682852879597	12.4233190019823	12.9879838984301
ALDH1B1	701.392055648266	724.861467214447	533.167440501741	515.523053199224
ALDH1L1	0	0	1.03527658349853	0.999075684494619
ALDH1L2	950.899111017214	1055.84373033797	620.130673515617	1059.0202255643
ALDH2	3.69640082028072	1.03109739290818	7.24693608448969	7.99260547595695
ALDH3A1	5.54460123042107	6.18658435744905	6.21165950099116	2.99722705348386
ALDH3A2	1322.38739345543	1338.36441599481	2782.82345644404	3094.13739487984
ALDH3B1	203.302045115439	194.877407259645	667.75339635655	637.410286707567
ALDH3B2	0	0	0	0.999075684494619
ALDH4A1	479.608006431423	485.64687205975	567.331567757193	489.547085402363
ALDH5A1	194.061043064738	188.690822902196	221.549188868685	227.789256064773
ALDH6A1	359.4749797723	353.666405767504	387.193442228449	526.512885728664
ALDH7A1	1597.76925456634	1643.56924429563	1405.905600391	1180.90745907264
ALDH8A1	0.924100205070179	3.09329217872453	4.14110633399411	5.99445410696772
ALDH9A1	1416.64561437258	1487.8735379665	1517.71547140884	1566.55067328756
ALDOA	27436.5350885336	26201.2158511896	16384.2872104477	14579.51146383
ALDOB	0	2.06219478581635	1.03527658349853	0
ALDOC	2447.01734302583	2302.44047836395	911.043393478703	804.255926018169
ALG1	420.465593306931	371.195061446943	344.747102305009	382.645987161439
ALG10	69.3075153802634	69.0835253248477	32.0935740884543	51.9519355937202
ALG10B	297.560266032598	313.453607444085	144.938721689794	180.832698893526
ALG11	75.7762168157547	96.9231549333685	61.0813184264131	83.922357497548
ALG12	465.74650335537	473.273703344852	640.836205185588	601.443562065761
ALG13	876.9710946116	850.655349149244	780.598543957889	808.252228756147
ALG14	94.2582209171583	108.265226255358	155.291487524779	119.889082139354
ALG1L	17.5579038963334	16.4975582865308	14.4938721689794	15.9852109519139
ALG1L2	19.4061043064738	21.6530452510717	14.4938721689794	7.99260547595695
ALG2	441.719898023546	457.80724245123	463.80390940734	452.581285076063
ALG3	752.217566927126	819.722427361999	623.236503266113	574.468518584406
ALG5	246.734754753738	252.618861262503	260.889699041629	231.785558802752
ALG6	706.936656878687	797.038284718019	2456.711332642	2227.938776423
ALG8	560.928824477599	584.632221778935	434.816165069381	405.624727904815
ALG9	273.533660700773	272.209711727758	233.972507870667	235.78186154073
ALK	9.24100205070179	12.3731687148981	12.4233190019823	8.99168116045157
ALKBH1	204.22614532051	182.504238544747	189.45561478023	173.839169102064
ALKBH2	350.233977721598	329.951165730616	193.596721114224	142.867822882731
ALKBH3	282.774662751475	315.515802229902	336.464889637021	263.755980706579
ALKBH4	199.605644295159	171.162167222757	254.678039540638	193.820682791956
ALKBH5	1420.34201519287	1376.51501953241	1675.07751210062	1568.54882465655
ALKBH6	194.985143269808	172.193264615665	221.549188868685	190.823455738472
ALKBH7	441.719898023546	387.692619733474	694.670587527511	549.491626472041
ALKBH8	315.118169928931	349.542016195871	232.937231287168	203.811439636902
ALLC	1.84820041014036	1.03109739290818	3.10582975049558	3.99630273797848
ALMS1	431.554795767774	482.553579881026	227.760848369676	357.669095049074
ALMS1P	1.84820041014036	2.06219478581635	5.17638291749263	7.99260547595695
ALOX12	92.4100205070179	74.2390122893886	143.903445106295	161.850260888128
ALOX12B	3.69640082028072	2.06219478581635	2.07055316699705	0.999075684494619
ALOX12P2	2.77230061521054	3.09329217872453	6.21165950099116	2.99722705348386
ALOX15	0	1.03109739290818	0	0
ALOX15B	104.42332317293	84.5499862184704	122.162636852826	113.894628032387
ALOX15P1	1.84820041014036	1.03109739290818	0	1.99815136898924
ALOX5	0	0	0	0
ALOX5AP	0	0	1.03527658349853	0.999075684494619
ALOXE3	0.924100205070179	1.03109739290818	4.14110633399411	0.999075684494619
ALPI	0	0	0	0
ALPK1	308.64946849344	326.857873551891	200.843657198714	233.783710171741
ALPK2	14.7856032811229	24.7463374297962	5.17638291749263	7.99260547595695
ALPK3	30.4953067673159	20.6219478581635	46.5874462574337	46.9565571712471
ALPL	12.9374028709825	15.4664608936226	6.21165950099116	8.99168116045157
ALPP	0.924100205070179	0	0	0
ALPPL2	0	1.03109739290818	0	0
ALS2	687.530552572213	710.426103713733	752.646076203429	934.135765002469
ALS2CL	4.62050102535089	8.2487791432654	16.5644253359764	16.9842866364085
ALS2CR11	198.681544090088	194.877407259645	160.467870442272	183.82992594701
ALS2CR12	10.165102255772	9.27987653617357	36.2346804224484	20.980589374387
ALS2CR8	66.5352147650529	91.7676679688276	135.621232438307	159.852109519139
ALX1	1223.50867151292	1214.63272884583	935.890031482668	799.260547595695
ALX3	34.1917075875966	34.0262139659698	34.1641272554514	36.9658003263009
ALX4	52.6737116890002	36.0884087517861	36.2346804224484	65.9389951766449
ALYREF	659.807546420108	656.809039282507	319.900464301045	260.758753653096
AMACR	72.079815995474	79.3944992539295	17.599701919475	25.9759677968601
AMBN	0	0	3.10582975049558	0
AMBP	1.84820041014036	1.03109739290818	1.03527658349853	1.99815136898924
AMBRA1	565.54932550295	635.155994031436	497.968036662791	529.510112782148
AMD1	1986.81544090088	1983.83138395533	770.245778122904	723.330795574104
AMDHD1	7.39280164056143	9.27987653617357	7.24693608448969	9.99075684494619
AMDHD2	299.408466442738	315.515802229902	868.597053555264	695.356676408255
AMELX	0	0	0	0
AMELY	0	0	0	0
AMFR	1378.75750596471	1368.26624038915	1550.84432208079	1556.55991644262
AMH	23.1025051267545	25.7774348227044	52.7991057584249	43.9593301177633
AMHR2	0.924100205070179	0	3.10582975049558	0.999075684494619
AMICA1	0	0	0	0
AMIGO1	22.1784049216843	21.6530452510717	55.9049355089204	63.9408438076556
AMIGO2	2.77230061521054	4.1243895716327	3.10582975049558	3.99630273797848
AMIGO3	37.8881084078773	37.1195061446943	83.8574032633806	73.9316006526018
AMMECR1	712.481258109108	791.882797753478	335.429613053523	374.653381685482
AMMECR1L	817.828681487108	749.607804644243	715.376119197482	808.252228756147
AMN	0.924100205070179	2.06219478581635	3.10582975049558	1.99815136898924
AMN1	162.641636092351	182.504238544747	152.185657774283	150.860428358687
AMOT	1544.17144267227	1521.89975193247	263.995528792124	345.680186835138
AMOTL1	1585.75595190043	1509.52658321757	778.527990790892	952.119127323372
AMOTL2	252.279355984159	269.116419549034	1127.4161994299	1265.82889225468
AMPD1	0	1.03109739290818	0	0
AMPD2	1714.20588040518	1574.48571897078	1009.39466891106	1052.02669577283
AMPD3	160.793435682211	175.28655679439	96.280722265363	76.9288277060857
AMPH	50.8255112788598	49.4926748595924	156.326764108278	187.826228684988
AMT	32.3435071774563	47.4304800737761	94.2101690983659	60.9436167541718
AMTN	0	0	0	0
AMY1A	0	0	0	0
AMY1B	0	0	0	0
AMY1C	0	0	0	0
AMY2A	0	0	0	0.999075684494619
AMY2B	11.0892024608421	9.27987653617357	56.940212092419	40.9621030642794
AMZ1	1.84820041014036	1.03109739290818	2.07055316699705	0.999075684494619
AMZ2	2127.27867207155	2067.35027278089	1745.47631977852	1552.56361370464
AMZ2P1	144.159631990948	166.006680258216	349.923485222502	278.742115973999
ANAPC1	766.079070003178	797.038284718019	194.631997697723	274.74581323602
ANAPC10	166.338036912632	184.566433330563	93.1748925148674	119.889082139354
ANAPC11	952.747311427355	886.743757901031	837.538756050308	666.383481557911
ANAPC13	1534.93044062157	1507.46438843175	2394.59473763209	1923.22069265214
ANAPC16	536.902219145774	535.139546919343	684.317821692526	600.444486381266
ANAPC2	396.438987975107	344.38652923133	583.895993093169	517.521204568213
ANAPC4	334.524274235405	305.20482830082	425.498675817894	371.656154631998
ANAPC5	2620.74818157903	2560.214826591	2491.91073648095	2348.82693424685
ANAPC7	774.39597184881	760.949875966233	615.989567181623	571.471291530922
ANG	60.0665133295616	60.8347461815823	86.9632330138762	51.9519355937202
ANGEL1	772.54777143867	773.323044681131	577.684333592178	633.413983969589
ANGEL2	332.676073825264	382.537132768933	336.464889637021	402.627500851332
ANGPT1	898.225399328214	901.179121401745	353.029314972998	376.651533054471
ANGPT2	104.42332317293	115.482908005716	17.599701919475	13.9870595829247
ANGPT4	1.84820041014036	1.03109739290818	0	0.999075684494619
ANGPTL1	76.7003170208249	96.9231549333685	54.8696589254219	69.9352979146233
ANGPTL2	1271.56188217657	1277.52966981323	3087.19477199261	3328.92018073607
ANGPTL3	0	0	0	0.999075684494619
ANGPTL4	45.2809100484388	52.5859670383169	13.4585955854808	27.9741191658493
ANGPTL5	22.1784049216843	22.6841426439799	4.14110633399411	1.99815136898924
ANGPTL6	190.364642244457	193.846309866737	228.796124953174	206.808666690386
ANGPTL7	335.448374440475	346.448724017147	12645.9034674345	12775.1807776327
ANK1	3.69640082028072	1.03109739290818	5.17638291749263	0.999075684494619
ANK2	699.543855238126	708.363908927916	447.239484071364	583.460199744858
ANK3	3802.67234386379	3984.16032619719	9767.8345653086	13741.286964539
ANKAR	35.1158077926668	62.8969409673987	32.0935740884543	29.9722705348386
ANKDD1A	33.2676073825264	47.4304800737761	60.0460418429145	43.9593301177633
ANKFN1	6.46870143549125	10.3109739290818	4.14110633399411	4.9953784224731
ANKFY1	1332.5524957112	1334.24002642318	2434.97052438853	3207.03294722773
ANKH	1206.87486782165	1119.77176869828	550.767142421216	572.470367215417
ANKHD1	28.6471063571755	48.4615774666842	54.8696589254219	48.9547085402363
ANKHD1-EIF4EBP3	0.924100205070179	0	0	0
ANKIB1	1211.495368847	1308.46259160047	1005.25356257707	1416.68932061337
ANKK1	6.46870143549125	6.18658435744905	11.3880424184838	10.9898325294408
ANKLE1	9.24100205070179	6.18658435744905	12.4233190019823	9.99075684494619
ANKLE2	787.333374719792	757.856583787509	725.728885032467	762.294747269395
ANKMY1	78.5485174309652	75.2701096822968	73.5046374283954	65.9389951766449
ANKMY2	477.759806021283	583.601124386027	512.461908831771	543.497172365073
ANKRA2	304.028967468089	302.111536122095	354.064591556496	350.675565257611
ANKRD1	0	0	0	0.999075684494619
ANKRD10	244.886554343597	211.374965546176	529.026334167747	456.577587814041
ANKRD11	1219.81227069264	1330.11563685155	1032.17075374803	1501.61075379541
ANKRD12	408.452290641019	424.812125878168	562.1551848397	743.312309263997
ANKRD13A	671.82084908602	738.265733322253	828.221266798821	898.169040360663
ANKRD13B	318.814570749212	310.360315265361	443.098377737369	339.685732728171
ANKRD13C	278.154161726124	303.142633515003	382.017059310956	417.613636118751
ANKRD13D	199.605644295159	183.535335937655	272.277741460113	265.754132075569
ANKRD16	111.816124813492	96.9231549333685	59.010765259416	56.9473140161933
ANKRD17	1619.02355928295	1631.19607558073	869.632330138762	1328.77066037784
ANKRD18A	43.4327096382984	49.4926748595924	35.1994038389499	35.9667246418063
ANKRD18B	38.8122086129475	38.1506035376025	18.6349785029735	25.9759677968601
ANKRD18DP	0	0	0	0
ANKRD19P	190.364642244457	152.60241415041	451.380590405358	388.640441268407
ANKRD2	0	0	0	0
ANKRD20A1	0	0	0	0
ANKRD20A11P	0.924100205070179	0	0	0
ANKRD20A2	0	0	0	0
ANKRD20A3	0	0	0	0
ANKRD20A4	24.0266053318247	21.6530452510717	15.5291487524779	11.9889082139354
ANKRD20A5P	0.924100205070179	2.06219478581635	7.24693608448969	3.99630273797848
ANKRD20A8P	0.924100205070179	2.06219478581635	1.03527658349853	0.999075684494619
ANKRD20A9P	12.9374028709825	13.4042661078063	9.31748925148674	14.9861352674193
ANKRD22	0	1.03109739290818	1.03527658349853	0.999075684494619
ANKRD23	60.0665133295616	74.2390122893886	149.079828023788	98.9084927649673
