UACC62_vitro_vehicle_rep1	UACC62_vitro_vehicle_rep2	UACC62_vitro_vem_48h_rep1	UACC62_vitro_vem_48h_rep2
BMP8A	18.4820041014036	26.8085322156126	49.6932760079293	33.9685732728171
BMP8B	40.6604090230879	28.8707270014289	10.3527658349853	21.9796650588816
BMPER	24.0266053318247	17.528655679439	51.7638291749263	42.9602544332686
BMPR1A	195.909243474878	190.753017688012	182.208678695741	183.82992594701
BMPR1B	151.552433631509	124.762784541889	103.527658349853	139.870595829247
BMPR2	621.91943801223	617.627338351997	930.713648565175	1316.78175216391
BMS1	885.287996457231	827.971206505265	468.980292324833	487.548934033374
BMS1P1	0	0	0	0
BMS1P4	20.3302045115439	25.7774348227044	20.7055316699705	18.9824380053978
BMS1P5	0	0	0	0
BMX	1.84820041014036	2.06219478581635	4.14110633399411	4.9953784224731
BNC1	0.924100205070179	2.06219478581635	0	0
BNC2	567.39752591309	606.285267030007	673.965055857541	819.242061285588
BNIP1	128.449928504755	135.073758470971	132.515402687811	117.890930770365
BNIP2	923.176104865109	900.148024008837	859.279564303777	970.102489644275
BNIP3	1473.93982708694	1393.01257781894	543.520206336726	523.51565867518
BNIP3L	2581.93597296608	2518.97093087467	3352.22557736823	3562.70389090781
BNIPL	1.84820041014036	9.27987653617357	7.24693608448969	9.99075684494619
BOC	438.947597408335	455.745047665413	261.924975625127	255.763375230623
BOD1	608.057934936178	556.792592170415	615.989567181623	498.538766562815
BOD1L	877.89519481667	905.303510973378	833.397649716314	1240.85200014232
BOD1P	0	0	0	0
BOK	9.24100205070179	14.4353635007145	21.7408082534691	13.9870595829247
BOK-AS1	0.924100205070179	1.03109739290818	0	0
BOLA1	237.493752703036	222.717036868166	236.043061037664	195.818834160945
BOLA2	0	0	0	0
BOLA2B	0	0	0	0
BOLA3	657.959346009967	734.141343750621	269.171911709617	179.833623209031
BOLA3-AS1	287.395163776826	334.075555302249	163.573700192767	177.835471840042
BOLL	0	0	0	0
BOP1	257.82395721458	273.240809120666	86.9632330138762	80.9251304440642
BORA	133.994529735176	138.167050649695	28.9877443379587	43.9593301177633
BPESC1	0	0	0	0
BPGM	389.046186334545	429.967612842709	424.463399234396	419.61178748774
BPHL	194.061043064738	183.535335937655	321.971017468042	293.728251241418
BPI	0	0	0	0
BPIFA1	0	0	0	0
BPIFA2	0	0	0	0
BPIFA3	0	0	0	0
BPIFA4P	0	0	0	0
BPIFB1	25.874805741965	42.2749931092352	16.5644253359764	8.99168116045157
BPIFB2	1.84820041014036	4.1243895716327	0	0
BPIFB3	0	0	0	0
BPIFB4	0	0	0	0
BPIFB6	0	0	0	0
BPIFC	0.924100205070179	1.03109739290818	0	0
BPNT1	1221.66047110278	1171.32663834369	1036.31186008203	918.150554050555
BPTF	1082.12134013718	1073.37238601741	1035.27658349853	1540.5747054907
BPY2	0	0	0	0
BPY2B	0	0	0	0
BPY2C	0	0	0	0
BRAF	198.681544090088	203.12618640291	120.092083685829	231.785558802752
BRAP	456.505501304668	435.12309980725	560.084631672703	553.487929210019
BRAT1	806.739479026266	813.53584300455	914.149223229199	847.216180451437
BRCA1	711.557157904038	714.550493285365	138.727062188803	170.84194204858
BRCA2	113.664325223632	117.545102791532	1.03527658349853	13.9870595829247
BRCC3	319.738670954282	344.38652923133	225.690295202679	267.752283444558
BRD1	489.773108687195	446.46517112924	544.555482920225	601.443562065761
BRD2	2062.59165771664	2062.19478581635	1863.49785029735	2093.06355901623
BRD3	349.309877516528	345.417626624239	480.368334743316	585.458351113847
BRD4	1031.29582885832	978.511425869858	775.422161040396	932.13761363348
BRD7	397.363088180177	350.57311358878	358.20569789049	335.689429990192
BRD7P3	0.924100205070179	1.03109739290818	1.03527658349853	0.999075684494619
BRD8	645.946043344055	660.93342885414	576.649057008679	613.432470279696
BRD9	547.067321401546	634.124896638528	544.555482920225	526.512885728664
BRDT	0	0	0	0
BRE	416.769192486651	407.283470198729	666.718119773051	613.432470279696
BREA2	2.77230061521054	2.06219478581635	3.10582975049558	4.9953784224731
BRF1	467.594703765511	503.175527739189	699.846970445004	598.446335012277
BRF2	196.833343679948	204.157283795819	358.20569789049	307.715310824343
BRI3	757.762168157547	740.32792810807	1545.6679391633	1124.95922074094
BRI3BP	182.047740398825	173.224362008573	35.1994038389499	49.953784224731
BRIP1	246.734754753738	238.183497761788	19.670255086472	17.9833623209031
BRIX1	670.89674888095	703.208421963375	323.00629405154	300.72178103288
BRK1	1479.48442831736	1514.68207018211	1894.5561478023	1496.61537537294
BRMS1	457.429601509739	459.869437237046	677.070885608036	516.522128883718
BRMS1L	231.025051267545	224.779231653982	256.748592707635	266.753207760063
BROX	277.230061521054	301.080438729187	288.842166796089	359.667246418063
BRP44	507.331012583528	541.326131276792	571.472674091187	516.522128883718
BRP44L	287.395163776826	312.422510051177	447.239484071364	454.579436445052
BRPF1	283.698762956545	268.085322156126	204.984763532708	245.772618385676
BRPF3	365.943681207791	330.982263123524	360.276251057487	458.57573918303
BRS3	0	0	0	0
BRSK1	75.7762168157547	51.5548696454088	122.162636852826	106.901098240924
BRSK2	255.051656599369	256.743250834136	157.362040691776	145.865049936214
BRWD1	720.79815995474	760.949875966233	599.425141845647	740.315082210513
BRWD1-IT2	11.0892024608421	8.2487791432654	18.6349785029735	12.9879838984301
BRWD3	687.530552572213	720.737077642814	484.50944107731	685.365919563309
BSCL2	26.7989059470352	23.715240036888	30.0230209214573	39.9630273797848
BSDC1	727.266861390231	717.64378546409	1398.65866430651	1334.76511448481
BSG	10482.9927263161	10304.7873447243	9692.25937471321	8659.98803319936
BSN	120.133026659123	114.451810612807	144.938721689794	213.802196481849
BSN-AS2	6.46870143549125	6.18658435744905	5.17638291749263	2.99722705348386
BSND	0	0	1.03527658349853	0
BSPH1	0	0	0	0
BSPRY	0	0	0	1.99815136898924
BST1	4.62050102535089	6.18658435744905	9.31748925148674	8.99168116045157
BST2	2169.78728150478	2156.02464857099	1146.05117793287	1012.06366839305
BSX	0	0	0	0
BTAF1	804.891278616126	838.282180434346	442.063101153871	619.426924386664
BTBD1	1703.11667794434	1744.61678880063	1738.22938369403	1757.37412902604
BTBD10	356.702679157089	340.262139659698	468.980292324833	440.592376862127
BTBD11	0.924100205070179	3.09329217872453	1.03527658349853	3.99630273797848
BTBD16	54.5219120991406	55.6792592170415	30.0230209214573	29.9722705348386
BTBD17	0	0	0	0.999075684494619
BTBD18	1.84820041014036	1.03109739290818	0	1.99815136898924
BTBD19	224.556349832053	222.717036868166	280.559954128101	345.680186835138
BTBD2	1241.06657540925	1269.28089066996	1260.96687870121	1144.94073443083
BTBD3	1700.34437732913	1693.06191915522	830.291819965818	929.140386579996
BTBD6	360.39907997737	370.163964054035	563.190461423198	442.590528231116
BTBD7	549.839622016756	557.823689563323	484.50944107731	631.415832600599
BTBD8	8.31690184563161	8.2487791432654	10.3527658349853	11.9889082139354
BTBD9	150.628333426439	160.851193293675	211.196423033699	268.751359129053
BTC	0	7.21768175035723	7.24693608448969	8.99168116045157
BTD	214.391247576282	211.374965546176	455.521696739352	479.556328557417
BTF3	5515.03002385883	5646.28932356517	4189.76433341854	3514.74825805207
BTF3L4	575.714427758722	606.285267030007	507.285525914278	460.573890552019
BTF3P11	0	0	0	0
BTG1	1415.72151416751	1475.5003692516	3224.88655759791	2834.37771691123
BTG2	474.063405201002	505.237722525006	720.552502114974	702.350206199717
BTG3	793.802076155284	777.447434252764	474.156675242325	445.5877552846
BTG4	0	0	0	0
BTK	0.924100205070179	5.15548696454088	26.9171911709617	19.9815136898924
BTLA	0.924100205070179	3.09329217872453	0	0.999075684494619
BTN1A1	1.84820041014036	0	0	0
BTN2A1	377.956983873703	372.226158839851	444.133654320868	443.589603915611
BTN2A2	356.702679157089	360.884087517861	185.314508446236	212.803120797354
BTN2A3P	21.2543047166141	23.715240036888	15.5291487524779	22.9787407433762
BTN3A1	304.028967468089	325.826776158983	143.903445106295	156.854882465655
BTN3A2	587.727730424634	581.538929600211	154.25621094128	160.851185203634
BTN3A3	185.744141219106	178.379848973114	143.903445106295	165.846563626107
BTNL2	0	1.03109739290818	0	0
BTNL3	0	0	0	0
BTNL8	0	0	0	0
BTNL9	0.924100205070179	0	0	0
BTRC	258.74805741965	285.613977835564	232.937231287168	274.74581323602
BUB1	1284.49928504755	1183.69980705858	32.0935740884543	29.9722705348386
BUB1B	937.037607941161	884.681563115214	8.28221266798821	8.99168116045157
BUB3	1126.47814998055	1093.99433387557	650.153694437075	675.375162718363
BUD13	160.793435682211	192.815212473829	124.233190019823	142.867822882731
BUD31	1176.37956105434	1213.60163145292	1287.88406987217	1091.98972315262
BVES	304.028967468089	315.515802229902	484.50944107731	600.444486381266
BVES-AS1	2.77230061521054	8.2487791432654	1.03527658349853	4.9953784224731
BYSL	438.947597408335	421.718833699444	239.14889078816	216.799423535332
BZRAP1	0	0	1.03527658349853	1.99815136898924
BZW1	1961.86473536399	1985.89357874115	1427.64640864447	1406.69856376842
BZW2	3451.51426593712	3674.83110832474	1051.8410088345	903.164418783136
C10orf10	17.5579038963334	16.4975582865308	21.7408082534691	25.9759677968601
C10orf103	8.31690184563161	11.3420713219899	24.8466380039646	7.99260547595695
C10orf105	2.77230061521054	0	0	0.999075684494619
C10orf107	0	0	0	0
C10orf108	3.69640082028072	2.06219478581635	0	0.999075684494619
C10orf11	18.4820041014036	16.4975582865308	32.0935740884543	39.9630273797848
C10orf111	5.54460123042107	12.3731687148981	4.14110633399411	3.99630273797848
C10orf113	0	0	0	0
C10orf114	44.3568098433686	30.9329217872453	149.079828023788	129.879838984301
C10orf116	7.39280164056143	10.3109739290818	16.5644253359764	13.9870595829247
C10orf118	184.820041014036	184.566433330563	136.656509021806	193.820682791956
C10orf12	47.1291104585791	47.4304800737761	22.7760848369676	41.961178748774
C10orf120	0	0	0	0
C10orf122	0	0	0	0
C10orf125	78.5485174309652	82.487791432654	70.3988076778998	47.9556328557417
C10orf128	0	0	1.03527658349853	0.999075684494619
C10orf129	0	0	1.03527658349853	0
C10orf131	8.31690184563161	13.4042661078063	5.17638291749263	1.99815136898924
C10orf136	0	0	0	0
C10orf137	268.913159675422	249.525569083778	186.349785029735	253.765223861633
C10orf140	4.62050102535089	6.18658435744905	9.31748925148674	6.99352979146234
C10orf2	433.402996177914	463.993826808679	177.032295778248	173.839169102064
C10orf25	1.84820041014036	0	1.03527658349853	1.99815136898924
C10orf26	416.769192486651	357.790795339137	778.527990790892	785.273488012771
C10orf27	0	0	0	0
C10orf28	220.859949011773	239.214595154697	303.336038965068	310.712537877827
C10orf32	64.6870143549125	64.959135753215	225.690295202679	206.808666690386
C10orf32-AS3MT	0	0	0	0
C10orf35	40.6604090230879	25.7774348227044	51.7638291749263	47.9556328557417
C10orf40	0	0	0	0
C10orf46	390.894386744686	433.060905021434	429.639782151889	470.564647396966
C10orf47	263.368558445001	271.17861433485	84.8926798468792	87.9186602355265
C10orf53	0	0	0	0
C10orf54	21.2543047166141	22.6841426439799	15.5291487524779	9.99075684494619
C10orf55	0	0	1.03527658349853	0
C10orf58	261.520358034861	249.525569083778	315.759357967051	298.723629663891
C10orf62	1.84820041014036	0	1.03527658349853	1.99815136898924
C10orf67	0	0	0	0
C10orf68	2.77230061521054	2.06219478581635	5.17638291749263	7.99260547595695
C10orf71	0	0	0	0
C10orf76	243.962454138527	227.872523832707	332.323783303027	355.670943680084
C10orf81	58.2183129194213	51.5548696454088	6.21165950099116	13.9870595829247
C10orf82	0.924100205070179	0	0	2.99722705348386
C10orf88	109.967924403351	109.296323648267	128.374296353817	137.872444460257
C10orf90	936.113507736091	884.681563115214	438.957271403375	474.560950134944
C10orf91	0.924100205070179	2.06219478581635	0	0
C10orf95	12.9374028709825	17.528655679439	8.28221266798821	3.99630273797848
C10orf96	0	0	0	0
C10orf99	0	0	0	0
C11orf1	248.582955163878	242.307887333421	166.679529943263	125.883536246322
C11orf10	454.657300894528	445.434073736332	567.331567757193	415.615484749762
C11orf16	0	1.03109739290818	2.07055316699705	0
C11orf2	864.033691740617	922.832166652817	1195.7444539408	994.080306072146
C11orf20	0.924100205070179	0	1.03527658349853	0.999075684494619
C11orf21	1.84820041014036	2.06219478581635	4.14110633399411	0.999075684494619
C11orf24	1195.78566536081	1181.63761227277	390.299271978945	367.65985189402
C11orf30	277.230061521054	274.271906513575	163.573700192767	197.816985529935
C11orf31	761.458568977827	750.638902037151	1071.51126392097	796.263320542212
C11orf34	0	1.03109739290818	1.03527658349853	0.999075684494619
C11orf35	48.9773108687195	51.5548696454088	115.950977351835	79.9260547595695
C11orf36	0	0	0	0
C11orf40	0	0	0	0
C11orf41	1208.72306823179	1197.10407316639	913.1139466457	1330.76881174683
C11orf42	1.84820041014036	1.03109739290818	1.03527658349853	0
C11orf45	0	0	0	1.99815136898924
C11orf46	360.39907997737	451.620658093781	396.510931479936	329.694975883224
C11orf48	551.687822426897	562.979176527864	656.365353938066	492.544312455847
C11orf49	303.104867263019	239.214595154697	301.265485798071	293.728251241418
C11orf51	229.176850857404	247.463374297962	218.443359118189	170.84194204858
C11orf52	0	0	0	0
C11orf53	0	0	0	0
C11orf54	243.962454138527	217.561549903625	345.782378888508	410.620106327289
C11orf57	613.602536166599	595.974293100925	509.356079081275	538.5017939426
C11orf58	1914.73562490541	1872.47286552125	2389.4183547146	2237.92953326795
C11orf61	48.9773108687195	56.7103566099496	59.010765259416	46.9565571712471
C11orf63	86.8654192765968	83.5188888255622	130.444849520814	172.840093417569
C11orf65	12.9374028709825	7.21768175035723	14.4938721689794	15.9852109519139
C11orf67	92.4100205070179	100.016447112093	361.311527640986	270.749510498042
C11orf68	547.067321401546	512.455404275363	584.931269676668	446.586830969095
C11orf70	0	1.03109739290818	0	0
C11orf71	97.954621737439	88.6743757901031	216.372805951192	177.835471840042
C11orf73	383.501585104124	354.697503160412	467.945015741334	351.674640942106
C11orf74	179.275439783615	186.62862811638	270.207188293115	222.7938776423
C11orf75	56.3701125092809	45.3682852879597	52.7991057584249	38.9639516952901
C11orf80	110.892024608421	136.104855863879	114.915700768336	102.904795502946
C11orf82	249.507055368948	240.245692547605	7.24693608448969	9.99075684494619
C11orf83	239.341953113176	205.188381188727	263.995528792124	173.839169102064
C11orf84	219.011748601632	228.903621225615	376.840676393464	325.698673145246
C11orf85	0	0	1.03527658349853	0.999075684494619
C11orf86	0	0	0	0
C11orf87	0	0	1.03527658349853	0
C11orf88	0	0	0	0
C11orf9	152.47653383658	174.255459401482	764.034118621913	845.218029082448
C11orf91	16.6338036912632	17.528655679439	14.4938721689794	8.99168116045157
C11orf92	0	0	0	0
C11orf93	0	0	0	0.999075684494619
C11orf94	1.84820041014036	0	1.03527658349853	4.9953784224731
C11orf95	200.529744500229	233.028010797248	543.520206336726	566.475913108449
C11orf96	20.3302045115439	20.6219478581635	9.31748925148674	5.99445410696772
C12orf10	688.454652777283	624.845020102354	629.448162767104	550.490702156535
C12orf12	0	0	0	0
C12orf23	2060.7434573065	2115.81185024757	1663.68946968213	1763.368583133
C12orf26	52.6737116890002	53.6170644312251	103.527658349853	109.898325294408
C12orf29	459.277801919879	446.46517112924	325.076847218537	318.705143353784
C12orf32	496.241810122686	492.864553810108	348.888208639003	303.719008086364
C12orf33	1.84820041014036	2.06219478581635	2.07055316699705	3.99630273797848
C12orf34	227.328650447264	236.121302975972	459.662803073346	468.566496027976
C12orf35	468.518803970581	507.299917310822	313.688804800054	454.579436445052
C12orf36	0	0	0	0
C12orf37	0	0	0	0
C12orf39	6.46870143549125	9.27987653617357	12.4233190019823	11.9889082139354
C12orf4	607.133834731108	536.170644312251	533.167440501741	522.516582990686
C12orf40	0	0	0	0
C12orf42	0.924100205070179	0	0	4.9953784224731
C12orf43	209.770746550931	179.410946366022	177.032295778248	167.844714995096
C12orf44	1408.32871252695	1428.06988917782	785.774926875382	667.382557242406
C12orf45	264.292658650071	267.054224763217	184.279231862738	117.890930770365
C12orf47	472.215204790861	405.221275412913	367.523187141977	312.710689246816
C12orf49	399.211288590317	405.221275412913	538.343823419234	720.33356852062
C12orf5	943.506309376653	916.645582295368	1109.81649751042	1176.91115633466
C12orf50	0	1.03109739290818	0	0
C12orf51	547.067321401546	572.259053064037	639.800928602089	839.22357497548
C12orf52	475.911605611142	507.299917310822	274.34829462711	248.76984543916
C12orf53	20.3302045115439	16.4975582865308	15.5291487524779	10.9898325294408
C12orf54	0	0	0	0
C12orf56	0	0	0	0
C12orf57	623.767638422371	582.570026993119	1015.60632841205	772.285504114341
C12orf59	0	0	0	0
C12orf60	32.3435071774563	39.1817009305107	95.2454456818644	70.934373599118
C12orf61	6.46870143549125	6.18658435744905	20.7055316699705	12.9879838984301
C12orf65	198.681544090088	209.31277076036	222.584465452183	219.796650588816
C12orf66	200.529744500229	191.784115080921	109.739317850844	118.89000645486
C12orf68	5.54460123042107	5.15548696454088	19.670255086472	16.9842866364085
C12orf69	2.77230061521054	5.15548696454088	18.6349785029735	15.9852109519139
C12orf70	0	0	0	0
C12orf71	0	0	1.03527658349853	0
C12orf73	190.364642244457	197.97069943837	223.619742035682	191.822531422967
C12orf74	0	0	0	0
C12orf75	342.841176081036	301.080438729187	164.608976776266	176.836396155548
C12orf76	238.417852908106	267.054224763217	391.334548562443	375.652457369977
C12orf77	0	0	0	0
C13orf15	0	0	0	0
C13orf33	0	0	0	0
C13orf35	0	0	0	0
C14orf1	746.672965696705	687.741961069753	518.673568332762	428.603468648192
C14orf101	321.586871364422	330.982263123524	477.262504992821	453.580360760557
C14orf102	264.292658650071	288.707270014289	270.207188293115	272.747661867031
C14orf105	0	0	0	0
C14orf109	219.935848806703	220.654842082349	406.863697314921	278.742115973999
C14orf118	335.448374440475	405.221275412913	161.50314702577	267.752283444558
C14orf119	745.748865491634	752.701096822968	961.771946070131	834.228196553007
C14orf126	515.64791442916	519.67308602572	388.228718811947	384.644138530428
C14orf129	401.983589205528	401.09688584128	432.745611902384	379.648760107955
C14orf132	106.271523583071	105.171934076634	275.383571210608	276.74396460501
C14orf133	467.594703765511	450.589560700872	553.872972171712	528.511037097654
C14orf135	819.676881897249	811.473648218734	607.707354513635	752.303990424448
C14orf142	105.347423378	123.731687148981	107.668764683847	102.904795502946
C14orf149	733.735562825722	709.395006320824	580.790163342673	590.45372953632
C14orf159	207.92254614079	202.095089010002	269.171911709617	211.804045112859
C14orf162	0	0	0	0
C14orf165	0	0	0	0
C14orf166	2001.60104418201	1945.68078041773	1750.65270269601	1397.70688260797
C14orf166B	0	0	1.03527658349853	0.999075684494619
C14orf167	376.108783463563	422.749931092352	444.133654320868	505.532296354277
C14orf169	348.385777311458	340.262139659698	292.983273130083	265.754132075569
C14orf176	21.2543047166141	30.9329217872453	37.269957005947	29.9722705348386
C14orf177	0	0	0	0
C14orf178	26.7989059470352	41.243895716327	11.3880424184838	18.9824380053978
C14orf180	0	0	0	0
C14orf182	55.4460123042107	44.3371878950515	42.4463399234396	40.9621030642794
C14orf183	0	0	0	0.999075684494619
C14orf2	1692.95157568857	1767.30093144461	1503.22159923986	1169.9176265432
C14orf21	331.751973620194	326.857873551891	239.14889078816	285.735645765461
C14orf23	0	0	0	0
C14orf28	48.9773108687195	54.6481618241333	102.492381766354	83.922357497548
C14orf37	161.717535887281	154.664608936226	388.228718811947	434.597922755159
C14orf38	17.5579038963334	11.3420713219899	23.8113614204661	21.9796650588816
C14orf39	0	0	0	0
C14orf43	839.082986203722	738.265733322253	679.141438775033	976.096943751243
C14orf45	146.931932606158	140.229245435512	225.690295202679	222.7938776423
C14orf49	195.909243474878	172.193264615665	87.9985095973748	227.789256064773
C14orf55	0.924100205070179	1.03109739290818	2.07055316699705	4.9953784224731
C14orf64	0	0	0	0
C14orf79	185.744141219106	189.721920295104	191.526167947227	161.850260888128
C14orf80	207.92254614079	223.748134261074	70.3988076778998	63.9408438076556
C14orf93	143.235531785878	131.980466292246	192.561444530726	173.839169102064
C15orf17	353.006278336808	398.003593662556	655.330077354567	587.456502482836
C15orf2	0	0	0	0
C15orf23	413.07279166637	424.812125878168	97.3159988488615	102.904795502946
C15orf24	1119.08534833999	1103.27421041175	1253.71994261672	1053.02577145733
C15orf26	0	0	0	0
C15orf27	8.31690184563161	10.3109739290818	7.24693608448969	14.9861352674193
C15orf29	179.275439783615	176.317654187298	156.326764108278	177.835471840042
C15orf32	0	1.03109739290818	0	0
C15orf33	57.2942127143511	63.9280383603069	87.9985095973748	85.9205088665373
C15orf34	13.8615030760527	9.27987653617357	83.8574032633806	102.904795502946
C15orf37	135.842730145316	121.669492363165	183.243955279239	188.825304369483
C15orf38	0	0	0	0
C15orf38-AP3S2	0	0	0	0
C15orf39	266.140859060212	279.427393478115	143.903445106295	165.846563626107
C15orf40	317.890470544142	288.707270014289	326.112123802036	347.678338204127
C15orf41	233.797351882755	228.903621225615	170.820636277257	183.82992594701
C15orf42	239.341953113176	213.437160331992	45.5521696739352	51.9519355937202
C15orf43	0	0	0	0
C15orf44	714.329458519248	667.120013211589	534.20271708524	570.472215846428
C15orf48	0	0	1.03527658349853	0
C15orf5	0	1.03109739290818	0	0.999075684494619
C15orf50	0	0	0	0
C15orf52	524.888916479862	488.740164238475	1275.46075087018	1353.74755249021
C15orf53	0	0	0	0
C15orf54	10.165102255772	3.09329217872453	7.24693608448969	3.99630273797848
C15orf55	0	0	0	0
C15orf56	0	0	0	0
C15orf57	249.507055368948	280.458490871024	271.242464876614	229.787407433762
C15orf58	21.2543047166141	14.4353635007145	32.0935740884543	24.9768921123655
C15orf59	58.2183129194213	71.1457201106641	392.369825145942	329.694975883224
C15orf60	0	0	0	0
C15orf61	78.5485174309652	64.959135753215	112.845147601339	86.9195845510319
C15orf62	9.24100205070179	7.21768175035723	10.3527658349853	12.9879838984301
C15orf63	0	0	0	0
C16orf11	0	1.03109739290818	0	0
C16orf13	424.161994127212	434.092002414342	301.265485798071	217.798499219827
C16orf3	6.46870143549125	5.15548696454088	4.14110633399411	5.99445410696772
C16orf42	450.960900074247	446.46517112924	543.520206336726	381.646911476945
C16orf45	94.2582209171583	104.140836683726	85.9279564303777	87.9186602355265
C16orf46	24.0266053318247	32.9951165730616	21.7408082534691	21.9796650588816
C16orf48	197.757443885018	157.757901114951	185.314508446236	161.850260888128
C16orf5	96.1064213272986	88.6743757901031	69.3635310944013	62.941768123161
C16orf52	621.91943801223	626.90721488817	246.395826872649	275.744888920515
C16orf53	452.809100484388	480.49138509521	327.147400385534	329.694975883224
C16orf54	0	0	0	0
C16orf55	46.205010253509	34.0262139659698	46.5874462574337	43.9593301177633
C16orf57	615.450736576739	591.849903529292	748.504969869435	726.328022627588
C16orf58	1223.50867151292	1198.1351705593	1461.81053589992	1354.7466281747
C16orf59	120.133026659123	95.8920575404603	44.5168930904366	32.9694975883224
C16orf62	790.105675335003	824.87791432654	738.152204034449	809.251304440642
C16orf7	204.22614532051	217.561549903625	335.429613053523	278.742115973999
C16orf70	208.84664634586	237.15240036888	276.418847794107	278.742115973999
C16orf71	2.77230061521054	6.18658435744905	8.28221266798821	9.99075684494619
C16orf72	1097.83104362337	1122.865060877	1014.57105182856	1100.98140431307
C16orf73	0	0	2.07055316699705	0.999075684494619
C16orf74	34.1917075875966	24.7463374297962	40.3757867564425	29.9722705348386
C16orf78	0	0	0	0
C16orf79	66.5352147650529	46.3993826808679	69.3635310944013	61.9426924386664
C16orf80	452.809100484388	432.029807628525	484.50944107731	396.633046744364
C16orf82	0	0	0	0
C16orf86	22.1784049216843	24.7463374297962	44.5168930904366	38.9639516952901
C16orf87	182.047740398825	167.037777651124	218.443359118189	191.822531422967
C16orf88	463.89830294523	424.812125878168	286.771613629092	306.716235139848
C16orf89	27.7230061521054	24.7463374297962	108.704041267345	111.896476663397
C16orf90	0	0	0	0
C16orf91	181.123640193755	180.442043758931	144.938721689794	117.890930770365
C16orf92	0	0	0	0
C16orf93	46.205010253509	22.6841426439799	68.3282545109028	46.9565571712471
C16orf95	62.8388139447722	63.9280383603069	90.0690627643718	69.9352979146233
C16orf96	2.77230061521054	0	2.07055316699705	0.999075684494619
C17orf100	51.74961148393	55.6792592170415	69.3635310944013	63.9408438076556
C17orf101	637.629141498423	582.570026993119	663.612290022555	500.536917931804
C17orf102	0	0	0	0
C17orf103	190.364642244457	183.535335937655	415.145909982909	510.52767477675
C17orf104	24.0266053318247	32.9951165730616	24.8466380039646	22.9787407433762
C17orf105	0.924100205070179	1.03109739290818	7.24693608448969	0.999075684494619
C17orf107	5.54460123042107	7.21768175035723	6.21165950099116	2.99722705348386
C17orf108	89.6377198918074	86.6121810042867	190.490891363729	176.836396155548
C17orf109	8.31690184563161	4.1243895716327	27.9524677544602	11.9889082139354
C17orf110	0	1.03109739290818	0	1.99815136898924
C17orf28	0	0	0	0.999075684494619
C17orf39	393.666687359896	401.09688584128	376.840676393464	389.639516952902
C17orf47	0.924100205070179	0	2.07055316699705	1.99815136898924
C17orf48	140.463231170667	136.104855863879	126.30374318682	137.872444460257
C17orf49	0	0	0	0
C17orf50	0	0	0	0
C17orf51	438.023497203265	413.470054556178	332.323783303027	401.628425166837
C17orf53	72.079815995474	87.6432783971949	14.4938721689794	10.9898325294408
C17orf56	224.556349832053	236.121302975972	581.825439926172	474.560950134944
C17orf57	51.74961148393	73.2079148964804	44.5168930904366	55.9482383316987
C17orf58	285.546963366685	309.329217872452	230.866678120171	196.81790984544
C17orf59	146.007832401088	142.291440221328	307.477145299062	225.791104695784
C17orf61	250.431155574019	352.635308374596	285.736337045593	199.815136898924
C17orf61-PLSCR3	0	0	1.03527658349853	0
C17orf62	647.794243754195	668.151110604497	897.584797893223	739.316006526018
C17orf63	493.469509507476	511.424306882455	323.00629405154	358.668170733568
C17orf64	0	0	1.03527658349853	0
C17orf65	101.65102255772	123.731687148981	177.032295778248	164.847487941612
C17orf66	1.84820041014036	1.03109739290818	4.14110633399411	0
C17orf67	0	0	2.07055316699705	0
C17orf69	16.6338036912632	31.9640191801534	23.8113614204661	36.9658003263009
C17orf70	499.938210942967	498.020040774649	517.638291749263	472.562798765955
C17orf72	2.77230061521054	2.06219478581635	2.07055316699705	4.9953784224731
C17orf74	0	0	1.03527658349853	0
C17orf75	194.061043064738	183.535335937655	241.219443955157	205.809591005892
C17orf76-AS1	5421.69590314674	5503.99788334384	5592.56410405904	4572.76940793187
C17orf77	0	0	0	0
C17orf78	0	0	1.03527658349853	0.999075684494619
C17orf79	494.393609712546	471.211508559036	468.980292324833	426.605317279202
C17orf80	499.938210942967	516.579793846996	566.296291173694	633.413983969589
C17orf81	596.044632270265	582.570026993119	622.201226682614	514.523977514729
C17orf82	17.5579038963334	18.5597530723471	16.5644253359764	16.9842866364085
C17orf85	536.902219145774	612.471851387456	507.285525914278	625.421378493632
C17orf89	682.910051546862	728.98585678608	756.787182537423	595.449107958793
C17orf90	297.560266032598	312.422510051177	439.992547986874	330.694051567719
C17orf96	302.180767057949	283.551783049748	169.785359693758	154.856731096666
C17orf97	40.6604090230879	47.4304800737761	76.610467178891	56.9473140161933
C17orf98	0	0	0	0.999075684494619
C17orf99	0	0	0	0
C18orf1	318.814570749212	311.391412658269	354.064591556496	447.585906653589
C18orf21	194.061043064738	181.473141151839	195.667274281222	144.86597425172
C18orf25	396.438987975107	429.967612842709	333.359059886526	375.652457369977
C18orf26	0	0	0	0
C18orf32	11.0892024608421	11.3420713219899	14.4938721689794	8.99168116045157
C18orf34	0	0	2.07055316699705	0.999075684494619
C18orf42	0	0	0	0
C18orf54	92.4100205070179	71.1457201106641	18.6349785029735	16.9842866364085
C18orf56	257.82395721458	222.717036868166	98.35127543236	92.9140386579996
C18orf62	0	0	0	0
C18orf63	0	0	0	0
C18orf8	213.467147371211	210.343868153268	235.007784454166	240.777239963203
